Total Ticket Price,Ticket Price Variance to Meal Deal Earnings,Total Meal Deal Earnings,Total Excess,TicketID,MemberID
16.5,0.9,5,10.6,327968,0
10,2.33,5,2.67,127406,0
10,-0.25,5,5.25,325304,0
17,-1.5,5,13.5,206625,0
8.5,1.75,5,1.75,124383,0
21,0.33,10,10.67,323653,0
9.5,1.25,5,3.25,303824,992421
14.5,-10.5,5,20,321998,0
17,0,5,12,116282,0
10.5,0.17,5,5.33,229084,997520
7.5,-1.5,5,4,327616,0
16,-1,5,12,225814,993732
24.5,-5.97,5,25.47,322892,0
19,-1.33,5,15.33,210349,0
10,0,5,5,204592,0
11.5,-2,5,8.5,312147,0
10,0,5,5,119371,0
13,-2,5,10,105605,0
11.5,1.5,5,5,108168,993094
35.5,-12.9,5,43.4,302802,994126
19.5,2.17,15,2.33,108910,0
24.5,-7.1,5,26.6,212748,996022
20,-1.83,5,16.83,325982,990968
8.5,1.25,5,2.25,109340,997276
13.5,0,5,8.5,113684,0
25,-11,5,31,220146,0
18,-3.5,5,16.5,126931,0
21.5,1.37,10,10.13,315298,0
30,-0.2,15,15.2,317868,0
10,1.67,5,3.33,311168,0
21.5,0.42,10,11.08,116529,0
23.5,0.5,15,8,125230,0
31.5,-2.2,15,18.7,215422,0
14.5,0,5,9.5,215769,993899
15,-1,5,11,304651,0
13.5,1.5,5,7,121624,994457
29.5,3.9,20,5.6,127706,0
16.5,2,10,4.5,126380,0
38,-9,10,37,129954,0
23.5,-3,5,21.5,201665,0
24.5,-2,10,16.5,204967,998287
7.5,0.25,5,2.25,208932,0
15,0,5,10,107935,0
20.5,-3.63,5,19.13,310783,0
16.5,2.17,10,4.33,122053,0
19,0.33,10,8.67,225481,994706
14.5,-0.17,10,4.67,223460,0
22.5,-2.25,5,19.75,107969,991217
16,-1,5,12,111505,0
35,-2.73,15,22.73,207279,0
20.5,0.83,10,9.67,200392,0
23.5,-0.5,5,19,206378,0
33,1,20,12,328624,997934
12,0.5,5,6.5,215366,991148
20.5,-0.17,10,10.67,210086,0
23.5,-1.25,5,19.75,212433,0
14.5,1.62,5,7.88,105857,0
13,-1,5,9,111971,0
22.5,-6.83,10,19.33,129602,996989
21.5,-0.5,10,12,114276,0
27.5,-5.36,5,27.86,116542,0
8.5,1.25,5,2.25,103114,990601
33.5,-1.33,20,14.83,207839,0
16,-4,5,15,307829,0
18,2.25,10,5.75,130004,999586
33,1.62,20,11.38,318428,0
16.5,-0.5,5,12,315309,0
13,0.33,5,7.67,330076,0
10.5,1,5,4.5,214880,991698
25,-1.25,10,16.25,111518,0
15,1,5,9,128299,990836
28.5,-2.5,15,16,303750,0
24,-2.5,10,16.5,323922,990678
17.5,-0.5,10,8,302186,0
16,-1,5,12,218232,0
20.5,-2,5,17.5,124580,0
13,1.67,5,6.33,212910,0
44,-7.63,10,41.63,220416,0
15.5,-3,5,13.5,311183,0
22.5,-2.67,10,15.17,113382,0
9,1,5,3,219522,0
14.5,-0.17,5,9.67,211384,992620
43,-18.29,5,56.29,106494,0
30,-7.5,10,27.5,311336,0
16.5,-0.38,5,11.88,201678,0
32.5,-1,20,13.5,104070,0
25.5,-1.5,10,17,127985,999719
17.5,0.83,10,6.67,223892,0
12,1.33,5,5.67,230356,0
8.5,1.75,5,1.75,102523,0
12.5,2.25,5,5.25,330531,0
18.5,-1.5,5,15,114281,999353
30.5,-14.75,10,35.25,321115,0
8,1.5,5,1.5,304495,0
9.5,0.75,5,3.75,102611,995820
12,1.67,5,5.33,327632,0
18.5,-0.5,10,9,328527,0
9.5,1.17,5,3.33,127422,0
29.5,-2.95,10,22.45,102314,996543
27,-4.4,10,21.4,229567,0
22.5,-3.5,10,16,331445,0
10.5,1.08,5,4.42,200869,0
15.5,1.5,5,9,206641,0
10.5,-1.5,5,7,307486,0
12,2,5,5,322465,0
34,-5.5,15,24.5,210882,0
14.5,4.5,10,0,309259,994187
24.5,-2.5,15,12,222842,0
31.5,4.87,20,6.63,121635,0
41.5,8.62,25,7.88,221944,0
12,1.33,5,5.67,218001,0
13,3,10,0,215306,998782
13.5,1.5,10,2,215141,0
19,-3.25,5,17.25,208735,999143
10.5,0.5,5,5,109963,998370
21,1.5,10,9.5,112136,0
25.5,-0.75,10,16.25,113574,997547
23.5,1.75,15,6.75,308636,0
28,3.3,15,9.7,317031,991429
15.5,1.1,5,9.4,322014,0
26,-2.25,10,18.25,326482,0
42.5,-15.3,15,42.8,215578,0
30,-0.9,15,15.9,118610,0
9.5,-0.75,5,5.25,207210,993401
12.5,-1.5,5,9,314566,0
23,-2,10,15,129721,0
23,-5.17,5,23.17,228211,0
6.5,0,5,1.5,110837,0
22,-1.67,5,18.67,106502,0
22,4.12,15,2.88,200659,0
24,1,10,13,206158,0
24,-13,5,32,121180,0
18.5,1.33,10,7.17,124981,0
20,2,10,8,125318,0
7.5,1,5,1.5,130551,0
25.5,-3,5,23.5,212745,0
17.5,-0.5,5,13,330409,992981
15,-1,5,11,217634,0
13.5,-0.75,5,9.25,210545,0
36.5,2.67,20,13.83,119191,0
19,3,10,6,311133,994351
19,-7,5,21,308816,0
17,-0.6,5,12.6,113852,0
38,5.4,25,7.6,310542,991791
28,-1.2,10,19.2,228072,998316
21,2.5,15,3.5,307208,994781
24.5,-1.75,5,21.25,131147,0
25.5,0.37,10,15.13,216875,0
14,2.67,10,1.33,315516,0
18.5,-0.17,10,8.67,200288,0
20,-1,10,11,105435,0
27,-9.1,5,31.1,207736,0
16.5,-0.5,5,12,314248,0
34,-3.9,20,17.9,123123,997088
17.5,2.83,10,4.67,116764,0
13,3,10,0,306491,999306
9,1,5,3,230259,0
18.5,-0.33,10,8.83,327267,0
5.5,-2.5,5,3,326517,999777
16.5,0.5,10,6,311439,0
36,-13.6,10,39.6,222027,0
32.5,5.9,25,1.6,128143,0
35.5,-10.25,15,30.75,100050,0
42,0.25,25,16.75,216823,999459
9,1,5,3,102620,0
11.5,1.75,5,4.75,219994,0
5.5,0.5,5,0,323216,0
27,-7.6,5,29.6,212160,998349
12.5,-0.5,5,8,329342,0
25.5,-6.1,5,26.6,124028,0
12.5,-2,5,9.5,207385,0
41,-5.58,15,31.58,316258,0
14.5,-2.5,10,7,226907,0
13.5,1.83,10,1.67,117117,0
21,3.75,15,2.25,229906,0
26.5,-3,5,24.5,230639,0
14.5,1.17,5,8.33,212584,0
26.5,-4.2,10,20.7,314977,999063
10.5,0.75,5,4.75,321804,0
9,-1,5,5,305720,0
6.5,1.5,5,0,323719,0
19,0.5,5,13.5,208100,0
16,1.5,10,4.5,204786,0
19.5,0.33,10,9.17,120331,0
21,2.5,15,3.5,215752,0
17,2.33,10,4.67,306373,0
24,-14.6,5,33.6,106040,0
13,-2,5,10,309428,0
20.5,2.08,10,8.42,105543,0
14,2.67,10,1.33,107659,992215
19,-1.5,5,15.5,213936,0
16,1,15,0,125159,0
19,-3,10,12,318131,994804
33.5,1.2,20,12.3,212111,998378
9.5,-0.33,5,4.83,125248,990642
12.5,-2.5,5,10,210287,0
20.5,2,15,3.5,322419,0
14,-3.5,5,12.5,122124,0
34,-2.73,15,21.73,216650,0
17,-6,5,18,113393,996867
10,1.67,5,3.33,219073,0
14,1,5,8,113440,0
19.5,-17.25,5,31.75,216117,0
7,1,5,1,108972,0
12.5,1.5,10,1,310326,0
9,-0.42,5,4.42,103362,0
28,-13.5,5,36.5,200823,0
22,1.67,10,10.33,313107,0
28.5,4.3,20,4.2,123295,0
13.5,1,5,7.5,123540,0
16.5,-3.5,5,15,305920,999183
15,-3.5,5,13.5,202599,992945
15.5,1.08,5,9.42,218805,0
17.5,3,10,4.5,207725,0
13.5,-1.17,5,9.67,302296,0
8,1.5,5,1.5,223782,0
26.5,-5.1,5,26.6,131166,0
21.5,4.17,15,2.33,216894,0
18,-1,15,4,209049,0
41,-4.4,25,20.4,123115,0
15.5,1.58,5,8.92,313826,0
16,3,10,3,216385,0
10,-0.08,5,5.08,223321,0
16.5,-0.17,5,11.67,111404,0
14,2.17,5,6.83,214073,0
33.5,-4.9,10,28.4,228951,0
20,2,10,8,207122,0
14.5,2.5,10,2,117366,0
16,-3.92,5,14.92,229366,998081
12,0,5,7,105779,0
18.5,-0.5,5,14,325771,0
20,-6.38,5,21.38,331116,0
16.5,-2,5,13.5,222627,0
15,0,5,10,116211,0
29,3.62,20,5.38,106912,0
44,-13.5,5,52.5,306609,0
13.5,1.5,5,7,326049,994978
9.5,-0.5,5,5,110117,0
23,-1,5,19,115115,991297
8.5,0.25,5,3.25,202875,0
6.5,0,5,1.5,327830,0
16.5,-1.13,5,12.63,320898,0
12.5,0.87,5,6.63,307150,0
24.5,0.36,10,14.14,310207,0
29.5,2.27,15,12.23,128154,0
16.5,-0.5,5,12,122375,0
37,4.75,25,7.25,303578,998589
11.5,1.5,10,0,204266,0
14,0.83,5,8.17,327525,0
25,2,15,8,319507,0
34.5,-0.65,20,15.15,312940,991057
38.5,-9,15,32.5,107212,0
16.5,4.67,10,1.83,207949,991290
21.5,2.17,10,9.33,216515,991927
18,1.4,5,11.6,323668,991956
30.5,0.58,10,19.92,324255,0
13,-0.8,5,8.8,212080,0
19,1.67,10,7.33,113084,995651
35.5,-1.9,15,22.4,220894,0
22.5,-0.33,10,12.83,309459,0
14,-1.5,5,10.5,200330,993218
12.5,2.5,10,0,304950,991367
24,-3,5,22,205574,0
15,0.5,5,9.5,106079,0
30.5,-4.5,15,20,220321,0
10.5,0.5,10,0,105181,0
12.5,1.83,5,5.67,126589,0
12,-0.33,5,7.33,125954,0
18.5,-1.33,5,14.83,305184,0
5.5,-1,5,1.5,226876,0
13,3,10,0,326631,0
12,-2,5,9,210184,0
22.5,3.5,15,4,130289,0
23,3.7,10,9.3,200550,0
13,1.6,5,6.4,124282,0
17,-1.5,5,13.5,124677,0
12.5,-2.5,5,10,209720,990981
30.5,-0.7,20,11.2,304602,0
39.5,-12.3,15,36.8,314483,0
14.5,1,5,8.5,315315,993353
26.5,1.9,15,9.6,227769,0
10,0,5,5,227021,0
34.5,-3.85,15,23.35,216227,0
21,-1.5,5,17.5,200929,0
14.5,-1.5,5,11,126195,0
23.5,-6,5,24.5,327572,0
11.5,1.75,5,4.75,123766,0
12,-3,5,10,304086,0
12.5,0.75,5,6.75,308479,996390
9,-2,5,6,328052,0
23.5,-1.5,15,10,222782,0
23,-3.5,5,21.5,127482,0
18,-3.25,5,16.25,212097,0
13.5,0.83,5,7.67,215646,0
17,0.83,10,6.17,309159,0
15.5,0.62,5,9.88,324755,0
18,0.7,5,12.3,114484,0
17.5,-7.5,5,20,108858,0
24.5,-9.38,5,28.88,125778,997536
19.5,-7.5,5,22,128376,0
20.5,2.17,10,8.33,200599,0
10,-0.5,5,5.5,114076,992794
17.5,0.87,5,11.63,217410,997160
13.5,-0.25,10,3.75,220448,990171
14.5,-0.25,10,4.75,323286,996428
7,0,5,2,313983,0
35,-15.33,5,45.33,117227,0
10.5,0.58,5,4.92,220240,0
21.5,-6,5,22.5,119889,999946
9,-1.75,5,5.75,322840,0
15,3.67,10,1.33,228151,0
28,1,15,12,104531,0
15,1.4,5,8.6,323154,0
11,1,10,0,304737,0
19,0,10,9,214254,0
19,-0.75,5,14.75,127183,0
27.5,-7.63,10,25.13,127664,0
22.5,-3.13,5,20.63,328613,992119
21.5,-2,10,13.5,207802,0
17,2.33,10,4.67,325724,0
15,-0.33,5,10.33,217065,0
19.5,-6.17,5,20.67,116958,0
22,-1,5,18,226695,0
16.5,4.67,10,1.83,116318,996624
22,-0.5,10,12.5,313008,0
19,-1.67,5,15.67,119594,0
17.5,2.83,10,4.67,220517,0
17,-1.83,5,13.83,305941,993361
5,0,5,0,129463,0
18,-7.5,5,20.5,202924,0
15.5,1.83,5,8.67,219623,0
9,0.25,5,3.75,224268,0
18.5,-2.17,5,15.67,302641,997048
34,-1,15,20,223985,0
14.5,-1,5,10.5,203475,0
24,5.4,15,3.6,313944,999530
18.5,-1.25,10,9.75,113283,0
15,0.5,10,4.5,209274,992504
15,-0.08,10,5.08,215316,0
17.5,-5.5,5,18,213100,0
25.5,-2.38,10,17.88,322605,0
17.5,-3,5,15.5,300808,0
20,-3.5,10,13.5,116571,0
13.5,-2,5,10.5,223374,0
12,2,5,5,103580,0
6,1,5,0,117409,0
24,-5.17,10,19.17,212929,997729
6.5,0,5,1.5,123459,0
24,-5.5,5,24.5,218927,993121
27.5,-10.5,5,33,120279,0
14,2.67,10,1.33,202573,992464
13.5,1.33,5,7.17,109709,0
17,2.33,10,4.67,120744,0
29,-3.5,10,22.5,213097,999518
15.5,-0.5,5,11,329813,0
23.5,-0.3,10,13.8,323656,0
11,1,10,0,218439,994015
13.5,1.33,5,7.17,204098,0
31,4.75,20,6.25,318165,0
21,0.25,5,15.75,225385,0
23,2.17,15,5.83,111509,992846
22.5,-5.13,5,22.63,121153,0
22,2,10,10,115381,0
19.5,-5.33,5,19.83,228206,0
11.5,0.92,5,5.58,309371,0
13.5,1,10,2.5,222232,0
24.5,-3.33,10,17.83,200113,0
36,-3.38,15,24.38,307395,990315
20,1.5,5,13.5,211493,0
10.5,-2,5,7.5,119366,0
22,1.5,15,5.5,127395,0
30.5,4.17,20,6.33,100601,0
10,1.5,5,3.5,123216,0
43.5,-7,20,30.5,200654,0
18.5,-1.5,5,15,123695,0
22.5,-5.9,5,23.4,219275,0
10.5,0.58,5,4.92,219892,0
18.5,0.12,5,13.38,217784,998364
22,1.83,10,10.17,104335,0
16,1.5,10,4.5,223714,0
30.5,-11.88,10,32.38,101892,0
18,0.33,10,7.67,304909,0
20.5,-5,5,20.5,203711,0
10.5,2,5,3.5,220790,0
15,0.8,10,4.2,229028,990650
12,2,5,5,128166,991684
20,1.33,10,8.67,112182,992460
11.5,0.75,5,5.75,110824,0
30.5,2.5,20,8,122307,0
29,1.17,10,17.83,201786,0
23.5,-0.25,15,8.75,325301,0
15.5,-0.5,5,11,315782,992130
22.5,0.75,15,6.75,230109,0
12,-1.67,5,8.67,113517,0
19.5,0.83,10,8.67,328111,0
16,3,10,3,225940,0
9,0,5,4,107238,0
33,0.8,25,7.2,126551,0
18.5,1.5,10,7,227731,0
16,-1.25,5,12.25,209887,0
37,-12.33,5,44.33,215685,0
17.5,2,10,5.5,216583,0
21.5,-1.63,10,13.13,310159,992778
17.5,-6,10,13.5,205139,0
30.5,-5.8,15,21.3,307585,0
14,-0.67,10,4.67,106101,0
31,-5.45,15,21.45,324680,0
19,2.42,10,6.58,206891,0
33.5,-6.92,5,35.42,302907,999150
31,-4.5,10,25.5,100868,0
14,-1,5,10,109025,0
19,-7.33,5,21.33,222805,990598
28.5,-2,15,15.5,314457,0
36,2.27,20,13.73,111125,0
27.5,-3.5,10,21,124199,994090
11,-1.75,5,7.75,217457,0
12.5,-4,5,11.5,318634,0
16.5,2.33,10,4.17,118194,0
12,1.25,5,5.75,109923,0
12.5,2.5,10,0,309116,0
21.5,1.17,15,5.33,208027,993234
15,0.58,5,9.42,228625,0
7,1,5,1,317357,0
18,5,10,3,303474,0
17,0.9,5,11.1,103794,0
21.5,-1.5,5,18,320070,0
33,-10.71,5,38.71,328656,0
16.5,0.7,5,10.8,317396,997571
22,-5.38,5,22.38,317480,0
19.5,-4.33,10,13.83,313182,0
23.5,1,15,7.5,300774,0
15,2,10,3,119492,0
17.5,-1.5,5,14,312245,0
23.5,5.25,15,3.25,329918,0
11,-2,5,8,229672,993633
11.5,1.5,5,5,210740,0
19.5,-5.5,10,15,205296,993985
17.5,1.1,5,11.4,312648,993385
26.5,-9,5,30.5,104292,0
12.5,-2.17,5,9.67,211379,992846
29.5,2.92,20,6.58,129896,996390
15,-3,5,13,331331,0
23.5,-3,5,21.5,127184,996670
18.5,0.43,5,13.07,121732,995375
27.5,0.12,15,12.38,316230,0
10.5,-1.5,5,7,310290,0
10,0,5,5,205114,0
17,-0.63,5,12.63,213908,0
27.5,2.72,20,4.78,319675,992919
9,2,5,2,317380,0
31.5,-1.3,15,17.8,105118,0
14,2.33,10,1.67,220829,0
31,-6.17,15,22.17,108045,0
19.5,3.25,15,1.25,303095,0
15.5,-0.25,10,5.75,222451,0
29.5,0.5,20,9,126526,0
22,0.33,5,16.67,323541,0
10.5,0.5,5,5,115612,995864
18,-2,5,15,312503,996113
29,0.95,15,13.05,309392,0
27,-1.33,10,18.33,328004,997212
11,1.5,5,4.5,220565,992766
10.5,-3.83,5,9.33,202414,0
10,1.67,5,3.33,130765,0
19,0.25,10,8.75,325071,996354
21.5,1.75,10,9.75,312432,997390
28.5,-0.75,15,14.25,222860,0
18.5,0.92,10,7.58,314959,0
16,3.17,10,2.83,315705,0
15,0.58,5,9.42,321832,0
19,1.67,5,12.33,117440,997670
18.5,-1,10,9.5,330433,0
8,1.5,5,1.5,219679,0
8,1.5,5,1.5,221710,0
22,0.92,5,16.08,100370,0
35,-8.75,10,33.75,122152,0
21,-3,10,14,128949,0
32,-4.1,15,21.1,114036,990073
7,0.25,5,1.75,220386,0
12,1,5,6,114844,990532
16,2,5,9,306643,0
12,0.5,5,6.5,207631,0
21.5,1.57,5,14.93,321361,997608
11.5,1.5,10,0,324590,0
16,0,10,6,209540,0
31,3.5,25,2.5,107204,990060
14.5,-1,5,10.5,211331,0
24,-2.07,5,21.07,127098,0
29.5,2.9,20,6.6,320992,0
25,-3.33,15,13.33,119355,991038
8.5,0.17,5,3.33,116113,0
12,2,5,5,330739,0
23,0.75,15,7.25,125425,0
21.5,4,15,2.5,325326,990508
30,-1,15,16,308312,0
6,-0.5,5,1.5,227149,0
13.5,-0.25,5,8.75,331022,0
17.5,-7.17,5,19.67,309666,0
17.5,-1.33,5,13.83,201502,0
34,-10.2,10,34.2,311544,0
11.5,-2.17,5,8.67,319374,0
10,-1.25,5,6.25,114963,0
25.5,1.7,15,8.8,226610,0
17,2.33,10,4.67,116950,991640
10.5,-0.5,5,6,116843,0
11,1.5,5,4.5,305966,0
18,-0.88,5,13.88,217685,0
35,0.9,20,14.1,213670,0
21,0.67,10,10.33,206581,0
13,-2.5,5,10.5,203366,0
15.5,-3.75,5,14.25,314367,0
22.5,0.75,10,11.75,218916,0
7.5,0.5,5,2,104357,0
9.5,0.75,5,3.75,329093,0
20.5,-5.67,5,21.17,315022,0
16,0.5,5,10.5,100182,0
28.5,-14.75,5,38.25,225077,0
13,1.14,5,6.86,316794,0
10,-0.5,5,5.5,312713,0
14,1.8,5,7.2,221360,0
11.5,0.5,5,6,116253,0
17,-9.25,5,21.25,304037,0
18,4.67,10,3.33,224353,995110
19.5,0.33,10,9.17,225886,998891
12.5,-1.5,5,9,111682,992123
7.5,-0.17,5,2.67,208510,0
17,1.5,10,5.5,218022,0
13.5,0.83,5,7.67,120044,997849
14,2.33,5,6.67,305885,0
13,-0.5,5,8.5,227006,0
14,4,10,0,313474,992717
14,-0.6,5,9.6,228111,994385
12,1.33,5,5.67,310595,999547
9,2.5,5,1.5,217561,0
14,0,10,4,124458,996612
19,4,10,5,126080,0
10,1,5,4,310956,0
27,0,15,12,129265,0
22.5,1.62,10,10.88,319633,0
15,-0.67,5,10.67,300825,996101
26.5,-10.17,10,26.67,105055,0
21.5,3.87,15,2.63,313334,0
18.5,-7.5,5,21,300622,0
17,2.33,10,4.67,230135,0
12.5,-0.25,5,7.75,122345,0
18,-1.67,5,14.67,101934,0
14.5,0.75,5,8.75,101457,0
16,-1.5,5,12.5,119404,0
32,7,25,0,114147,991806
11,1,5,5,122774,0
16.5,-2,5,13.5,215122,0
15,-2,5,12,204567,0
12,2,10,0,102744,0
19,0,5,14,304472,0
28,3.27,15,9.73,104269,0
29.5,-5,15,19.5,330114,998507
13,-2.5,5,10.5,125162,0
15.5,2.5,10,3,229919,0
18,-7,5,20,216647,0
15,1.83,5,8.17,330472,0
26.5,3.17,15,8.33,122113,0
16,0.75,10,5.25,115319,0
14.5,1.17,5,8.33,130788,0
9,-1.75,5,5.75,302497,0
41.5,-6,15,32.5,311779,0
13,3,10,0,219047,991179
20.5,0,15,5.5,304560,0
13.5,1.83,10,1.67,324341,0
12.5,1.25,5,6.25,221272,0
10,1.25,5,3.75,125589,0
35,-1.42,20,16.42,212747,996118
16,-2.5,5,13.5,101586,996678
15,-2,5,12,123885,0
11,1.2,5,4.8,227795,0
8.5,-0.5,5,4,210274,0
12.5,0.83,5,6.67,105546,0
21.5,-3.5,10,15,207404,998093
40.5,-6,10,36.5,323722,0
11.5,-0.75,5,7.25,310331,0
23,-0.67,10,13.67,220852,0
9.5,0.5,5,4,108975,993119
18.5,0.5,10,8,317421,0
16.5,-0.5,5,12,312220,0
10.5,2,5,3.5,206225,0
24,-2.25,5,21.25,201601,998298
19.5,2.25,10,7.25,228268,0
19.5,2,10,7.5,309958,0
11.5,1.5,5,5,212581,0
17,-2,10,9,201221,0
10.5,0.58,5,4.92,200826,0
16,0,10,6,107611,0
18,2.5,10,5.5,211221,0
22,0.25,5,16.75,224303,0
14.5,-0.25,10,4.75,106836,0
11.5,0.83,5,5.67,210159,0
30,-16.4,5,41.4,331160,0
5,0,5,0,213552,0
11.5,1.5,5,5,218689,0
15.5,0.83,10,4.67,330395,996707
13,2,10,1,318362,0
17.5,0.5,10,7,226724,0
19,0,5,14,329375,0
19,-4.67,5,18.67,118837,995461
15,0.58,5,9.42,217795,0
29,1.17,20,7.83,325626,0
21.5,-6.5,5,23,217034,0
21.5,0.83,10,10.67,207334,0
13,-2.5,5,10.5,311406,0
18,2.5,10,5.5,125720,0
17,3.5,10,3.5,109139,0
10.5,0.83,5,4.67,210576,0
13,0,5,8,311825,0
16,-1,10,7,303295,0
10.5,0.5,5,5,326909,0
21,-4.75,10,15.75,226137,0
30.5,-0.55,15,16.05,111128,999787
17.5,-0.33,10,7.83,323185,0
10,1.5,5,3.5,319316,995271
22.5,-6.38,5,23.88,312979,0
21.5,0.33,10,11.17,121996,0
27.5,-4.75,5,27.25,224848,0
24,-18,5,37,319988,0
35.5,-20.1,5,50.6,323847,0
11.5,-0.5,5,7,130921,0
18.5,0.23,5,13.27,314772,0
15,-1,5,11,100677,996854
19,0.33,5,13.67,300372,0
20.5,3.62,15,1.88,130326,0
14.5,0.75,10,3.75,112706,0
9.5,0.75,5,3.75,217121,0
4,-1,5,0,104920,0
9.5,0.75,5,3.75,202770,0
13,0,5,8,116709,0
16.5,-0.5,10,7,106277,0
15.5,0.83,10,4.67,118429,0
15.5,3,10,2.5,219481,0
32.5,-4.75,15,22.25,319365,0
18,-1.5,5,14.5,305498,0
18,1.4,5,11.6,303030,999454
7,2,5,0,105818,0
18.5,-0.13,5,13.63,227523,0
16,1.5,10,4.5,300489,0
18.5,2.67,10,5.83,229800,996225
8.5,1.75,5,1.75,126328,0
13.5,1.5,5,7,211959,0
10,1,5,4,303138,0
33,-11.75,15,29.75,109619,0
35,-5,15,25,218275,0
7,1,5,1,120169,0
19.5,-1.5,5,16,202647,0
34,-4.67,15,23.67,226617,0
17.5,-3,5,15.5,121873,0
24,-8,5,27,315392,0
14.5,-1.5,5,11,312846,0
17.5,2,10,5.5,326752,0
19.5,0.83,10,8.67,301107,0
11.5,2.08,5,4.42,223823,0
13.5,2.17,10,1.33,205436,0
16.5,1.37,5,10.13,203920,0
16.5,3,10,3.5,210034,0
21,4.5,10,6.5,320718,995544
28,-0.88,15,13.88,106953,0
15,1.37,5,8.63,217033,994621
11.5,0.5,5,6,228417,0
11,-1.75,5,7.75,111669,997178
16.5,-2.67,5,14.17,309673,0
12,-1.25,5,8.25,300982,0
24,-16.33,5,35.33,221092,0
37.5,-19.38,10,46.88,115559,0
17,4,10,3,305285,999107
13.5,1.5,5,7,318215,0
15.5,-4,5,14.5,123467,0
12.5,1,5,6.5,127546,997552
17.5,0.83,5,11.67,102415,997751
14,1.5,10,2.5,306961,0
21.5,1.37,10,10.13,119586,0
9.5,1.17,5,3.33,327337,0
19,2,15,2,300800,0
17,3.67,10,3.33,213092,0
11.5,-0.25,5,6.75,127175,0
13.5,3.5,10,0,230587,998653
8.5,0,5,3.5,104814,0
15,3.33,10,1.67,216478,0
13.5,1.33,5,7.17,218730,0
26.5,-8.5,10,25,326187,0
25,-6.07,5,26.07,203249,998426
21,-3.5,10,14.5,124617,0
9,-2,5,6,330574,0
8,1.5,5,1.5,208688,0
15,-1.5,5,11.5,112497,0
17.5,4.17,10,3.33,330033,0
18.5,2.17,10,6.33,212931,0
13.5,-0.25,5,8.75,130365,0
7,2,5,0,202078,0
27,3.93,15,8.07,230329,0
21,1,10,10,110988,0
17,-3,5,15,111886,0
15.5,-1.13,5,11.63,103572,0
26.5,-4,10,20.5,221694,0
15,-2,5,12,306067,0
12,1.33,5,5.67,323884,0
16,4.33,10,1.67,321703,0
14.5,-0.5,5,10,120736,0
14.5,-0.5,10,5,107264,0
27,2.1,15,9.9,200755,993625
18,-5,5,18,301818,0
13,0,5,8,203212,991799
33,-12.33,10,35.33,313016,0
8,-0.5,5,3.5,226162,0
15.5,1.25,5,9.25,309996,0
14.5,-3.17,5,12.67,316229,0
10,2,5,3,105568,0
19.5,-7.5,5,22,210743,0
29,0,20,9,230600,0
22,-1.4,10,13.4,107148,0
15.5,1,10,4.5,106739,0
20.5,3.5,10,7,115564,998210
14,2.17,10,1.83,119891,0
9,0,5,4,216685,0
13.5,3.5,10,0,123320,0
27,-3,10,20,314005,997877
15.5,3,10,2.5,114170,0
15,2.5,10,2.5,330878,993692
19,0.33,5,13.67,128950,0
16,-1.33,5,12.33,303092,0
18.5,0,15,3.5,308116,0
9,0,5,4,328815,991677
12,-0.33,5,7.33,100244,0
23,1,10,12,227833,0
18.5,-0.5,10,9,227549,993909
21.5,-0.75,15,7.25,211661,0
16,-1,5,12,113016,0
21.5,-5.63,5,22.13,101577,994114
14.5,-1.33,5,10.83,121814,0
13.5,-1.5,5,10,305125,0
10,1.5,5,3.5,122708,0
18.5,1.5,10,7,108046,0
18,-3,5,16,301942,0
17.5,-1.4,5,13.9,313393,0
19,2,10,7,304997,0
32.5,7.5,25,0,313268,0
23,-1.5,5,19.5,201391,0
14.5,1.17,10,3.33,130638,0
26.5,-0.2,10,16.7,321963,0
14,1.5,10,2.5,221837,0
15,0.67,10,4.33,300147,0
14.5,-2,5,11.5,211533,0
27.5,-0.63,15,13.13,127435,0
11.5,1.5,10,0,214349,995029
22,0.21,10,11.79,315563,993871
34.5,-9.25,5,38.75,124985,990626
24,4,10,10,203888,990174
22,-6.33,5,23.33,325976,0
16.5,4,10,2.5,316728,0
12.5,-1.5,5,9,209226,0
9,0,5,4,220257,0
39.5,-11,10,40.5,213352,0
17.5,1.29,5,11.21,103269,0
11.5,-1.5,5,8,110582,0
18.5,2.67,10,5.83,118567,0
22.5,3,15,4.5,103832,0
36.5,-10,15,31.5,114437,0
15,-2,5,12,204629,0
27,-0.38,15,12.38,107761,0
9.5,1.75,5,2.75,221426,0
17,0,10,7,128329,0
24,-4.58,10,18.58,206139,0
23,1.04,10,11.96,110720,0
31,-6,15,22,113681,995443
30,5,25,0,219804,0
27.5,-1.3,10,18.8,208444,0
15.5,2.67,10,2.83,302070,0
21,-10.75,5,26.75,329789,0
21,3,10,8,122357,990204
14,1.5,10,2.5,230069,0
11.5,1.5,5,5,128822,0
23.5,-4,10,17.5,218982,0
13,2.75,5,5.25,114042,0
12.5,1,5,6.5,106611,0
15,1.17,10,3.83,319223,994177
30.5,-0.1,15,15.6,326955,0
23.5,-6.67,5,25.17,210233,0
21.5,-0.25,5,16.75,126003,0
26.5,-0.03,15,11.53,306323,0
27,-9.67,5,31.67,127813,0
10.5,-2,5,7.5,108159,0
23.5,-1.3,10,14.8,214299,0
14,-3.5,5,12.5,218600,0
42,-35.67,10,67.67,224925,999645
17,2,15,0,212554,998755
15.5,-0.5,10,6,223038,996637
13,1.6,5,6.4,303959,997048
