Longitude,Latitude,Fellow Artists,Artist,Concert Date,Concert,Venue,Location,Hometown,Home Longitude,Home Latitude
151.074651,-33.836851,Missy Higgins,Ed Sheeran,16/03/2018,Missy Higgins / Ed Sheeran / Ryan McMullan,ANZ Stadium,"Homebush Bay, NSW, Australia",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ed Sheeran,08/06/2014,Pinkpop 2014,Megaland,"Landgraaf, Netherlands",Framlingham,1.34234,52.222283
-94.545458,39.099697,,Ed Sheeran,13/10/2018,Ed Sheeran / Snow Patrol,Arrowhead Stadium,"Kansas City, MO",Framlingham,1.34234,52.222283
-71.058831,42.361474,Bridgit Mendler,Ed Sheeran,06/12/2012,Justin Bieber / The Wanted / Ed Sheeran / Train / Cher Lloyd / Bridgit Mendler / Karmin,TD Garden,"Boston, MA",Framlingham,1.34234,52.222283
115.892358,-31.954034,,Ed Sheeran,03/03/2018,Divide World Tour,Optus Stadium,"Perth, WA",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,16/10/2013,Ed Sheeran,Madison Square Garden,"New York, NY",Framlingham,1.34234,52.222283
-97.138362,49.893482,,Ed Sheeran,22/06/2013,Ed Sheeran / Austin Mahone / Taylor Swift,Investors Group Field,"Winnipeg, MB",Framlingham,1.34234,52.222283
-77.038258,38.907194,Christina Perri,Ed Sheeran,24/09/2015,Ed Sheeran / Christina Perri,Verizon Center,"Washington, D.C.",Framlingham,1.34234,52.222283
-86.152095,39.771215,Cher Lloyd,Ed Sheeran,07/07/2013,Ed Sheeran / Cher Lloyd / The Cab / Hot Chelle Rae / A Great Big World / Cher Lloyd & More / Cody Simpson,The Farm Bureau Insurance Lawn at White River State Park,"Indianapolis, IN",Framlingham,1.34234,52.222283
-81.378980,28.537773,,Ed Sheeran,31/08/2017,Divide Tour,Amway Center,"Orlando, FL",Framlingham,1.34234,52.222283
-6.257303,53.349187,,Ed Sheeran,24/07/2015,Ed Sheeran / Bell X1 / Jamie Lawson / Gavin James,Croke Park Stadium,"Dublin,",Framlingham,1.34234,52.222283
9.480335,53.170100,,Ed Sheeran,20/06/2014,Hurricane 2014,Hurricane,"Scheessel, Germany",Framlingham,1.34234,52.222283
-96.821960,33.151372,,Ed Sheeran,05/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Toyota Stadium,"Frisco, TX",Framlingham,1.34234,52.222283
2.348089,48.858138,,Ed Sheeran,06/06/2018,Ed Sheeran / Anne-Marie / Jamie Lawson,Stade De France,"Paris, FR",Framlingham,1.34234,52.222283
-4.114990,50.379945,,Ben Howard,07/08/2009,Relentless Boardmasters 2009,Unknown venue,"Plymouth,",Totnes,-3.685109,50.434792
13.394609,52.523802,,Ben Howard,08/09/2018,Lollapalooza Berlin 2018,Olympia Stadion Berlin,"Berlin, Germany",Totnes,-3.685109,50.434792
-123.118713,49.283907,Taylor Swift,Ed Sheeran,29/06/2013,Taylor Swift / Ed Sheeran / Austin Mahone,BC Place Stadium,"Vancouver, BC",Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ed Sheeran,06/06/2012,Summer Time Ball,"Wembley Stadium, Wembley","London, UK",Framlingham,1.34234,52.222283
-118.250767,34.052391,,Ed Sheeran,10/08/2017,Ed Sheeran / James Blunt,Staples Center,"Los Angeles, CA",Framlingham,1.34234,52.222283
-81.378980,28.537773,Christina Perri,Ed Sheeran,08/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amway Center,"Orlando, FL",Framlingham,1.34234,52.222283
-82.451586,27.954319,Taylor Swift,Ed Sheeran,20/04/2013,Taylor Swift / Ed Sheeran,St. Pete Times Forum,"Tampa, FL",Framlingham,1.34234,52.222283
-74.077492,40.806756,,Ed Sheeran,22/09/2018,Divide Stadium Tour US,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-71.243295,42.064948,,Ed Sheeran,15/09/2018,Ed Sheeran / Snow Patrol / Anne Marie,Gillette Stadium,"Foxboro, MA",Framlingham,1.34234,52.222283
-77.038258,38.907194,Passenger,Ed Sheeran,22/09/2012,Ed Sheeran / Passenger / Selah Sue,9:30 Club,"Washington, D.C.",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,26/09/2015,Global Citizen Festival,Great Lawn at Central Park,"New York, NY",Framlingham,1.34234,52.222283
-75.173719,39.953464,OneRepublic,Ed Sheeran,05/12/2012,Justin Bieber / PSY / Cher Lloyd / Ed Sheeran / The Wanted / OneRepublic / Bridgit Mendler / Karmin / Olly Murs,Wells Fargo Center,"Philadelphia, PA",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ed Sheeran,07/06/2014,Pinkpop 2014,Pinkpop,"Landgraaf, Netherlands",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ed Sheeran,07/06/2014,Pinkpop,Pinkpop,"Landgraaf, Netherlands",Framlingham,1.34234,52.222283
-87.603714,41.890135,,Ben Howard,02/08/2013,Lollapalooza 2013,Grant Park,"Chicago, IL",Totnes,-3.685109,50.434792
4.898671,52.369580,,Ed Sheeran,04/04/2017,Divide,Ziggo Dome,"Amsterdam, Netherlands",Framlingham,1.34234,52.222283
-0.125079,51.505809,Emeli Sandé,Ben Howard,20/02/2013,Muse / Robbie Williams / Justin Timberlake / Taylor Swift / One Direction / Ben Howard / Mumford & Sons / Emeli Sandé,The 02 Arena,"London, UK",Totnes,-3.685109,50.434792
5.336827,50.930999,,Ed Sheeran,14/08/2014,Pukkelpop 2014,Pukkelpop Festival,"Hasselt,",Framlingham,1.34234,52.222283
-118.250767,34.052391,James Blunt,Ed Sheeran,10/08/2017,Ed Sheeran / James Blunt,Staples Center,"Los Angeles, CA",Framlingham,1.34234,52.222283
,,,Ed Sheeran,14/09/2014,Ed Sheeran,,,Framlingham,1.34234,52.222283
-2.589657,51.165799,,Ben Howard,28/06/2013,Glastonbury Festival,Worthy Farm,"Pilton, Somerset, UK",Totnes,-3.685109,50.434792
-121.906605,37.335861,,Ed Sheeran,26/08/2014,x Tour,SAP Center,"San Jose, CA",Framlingham,1.34234,52.222283
-84.144473,34.002978,Grace Potter,Ed Sheeran,13/12/2012,Jason Mraz / Ed Sheeran / Grace Potter / Alex Clare / Andy Grammer / Phillip Phillips,Infinite Energy Arena,"Duluth, GA",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,04/03/2013,Ed Sheeran / Side View / Rear View,Festival Hall,Melbourne,Framlingham,1.34234,52.222283
-121.906605,37.335861,Dua Lipa,Ed Sheeran,02/12/2017,Fifth Harmony / Ed Sheeran / Dua Lipa / Logic / The Chainsmokers / Niall Horan,SAP Center at San Jose,"San Jose, CA",Framlingham,1.34234,52.222283
-74.077492,40.806756,,Ed Sheeran,21/09/2018,Divide World Tour,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,29/05/2015,GMA Summerstage concert series,Central Park Summerstage,"New York, NY",Framlingham,1.34234,52.222283
4.898671,52.369580,,Ed Sheeran,03/04/2017,Divide Tour,Ziggo Dome,"Amsterdam, Netherlands",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,07/11/2013,Ed Sheeran,Madison Square Garden,"Manhattan, NY",Framlingham,1.34234,52.222283
151.201265,-33.874693,,Ed Sheeran,25/03/2015,Ed Sheeran,Qantas Credit Union Arena,"Darling Harbour, NSW",Framlingham,1.34234,52.222283
-93.087835,44.952533,Jamie Lawson,Ed Sheeran,15/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Xcel Energy Center,"St Paul, MN",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ed Sheeran,04/06/2014,Ed Sheeran / Finish Ticket,Hammerstein Ballroom,"New York, NY",Framlingham,1.34234,52.222283
-122.691520,45.515643,,Ed Sheeran,20/06/2015,X (Multiply) Tour,Moda Center,"Portland, OR",Framlingham,1.34234,52.222283
103.858677,1.352438,,Ed Sheeran,26/04/2019,Ed Sheeran Divide World Tour 2019,Singapore National Stadium,Singapore,Framlingham,1.34234,52.222283
-74.077492,40.806756,Anne-Marie,Ed Sheeran,22/09/2018,Ed Sheeran / Snow Patrol / Anne-Marie,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-122.419722,37.776648,,Ed Sheeran,04/12/2014,Ed Sheeran / Train / Christina Perri,The Masonic,"San Francisco, CA",Framlingham,1.34234,52.222283
-79.394668,43.654563,,Ed Sheeran,21/06/2015,MMVA's,Queen St.,"Toronto, ON",Framlingham,1.34234,52.222283
4.694107,50.971290,,Ben Howard,25/06/2015,Rock Werchter 2015,Rock Werchter,"Werchter, Belguim",Totnes,-3.685109,50.434792
-96.797591,32.776308,,Ed Sheeran,07/05/2015,X Tour,Verizon Theatre at Grand Prairie,"Dallas, TX",Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ed Sheeran,14/10/2014,Ed Sheeran,"The O2 Arena, Greenwich","London, UK",Framlingham,1.34234,52.222283
-1.906881,52.484006,,Ed Sheeran,28/08/2015,Fusion Festival 2015,Cofton Park,"Birmingham,",Framlingham,1.34234,52.222283
-84.382869,33.747525,,Ben Howard,21/01/2015,Ben Howard,The Tabernacle,"Atlanta, GA",Totnes,-3.685109,50.434792
-73.988863,40.745820,Finish Ticket,Ed Sheeran,14/06/2014,Ed Sheeran / Finish Ticket,Manhattan Center Hammerstein Ballroom,"New York, NY",Framlingham,1.34234,52.222283
-121.906605,37.335861,Logic,Ed Sheeran,02/12/2017,Fifth Harmony / Ed Sheeran / Dua Lipa / Logic / The Chainsmokers / Niall Horan,SAP Center at San Jose,"San Jose, CA",Framlingham,1.34234,52.222283
-82.451586,27.954319,,Ed Sheeran,10/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amalie Arena,"Tampa, FL",Framlingham,1.34234,52.222283
4.719558,50.953685,,Ben Howard,25/06/2015,Rock Werchter 2015,Festivalpark,"Rotselaar,",Totnes,-3.685109,50.434792
-73.988863,40.745820,,Ed Sheeran,07/12/2012,Jingle Ball,Madison Square Garden,"New York, NY",Framlingham,1.34234,52.222283
-79.394668,43.654563,,Ed Sheeran,31/08/2018,% Tour,Rogers Centre,"Toronto, ON",Framlingham,1.34234,52.222283
-93.087835,44.952533,,Ed Sheeran,15/09/2015,X Tour,Xcel Energy Center,"St Paul, MN",Framlingham,1.34234,52.222283
-3.703793,40.416732,,Ben Howard,12/07/2018,Mad Cool 2018,Valdebebas - IFEMA,"Madrid, ES",Totnes,-3.685109,50.434792
-4.129121,53.226788,,Ed Sheeran,24/05/2015,The X Tour,Darling's Waterfront Pavilion,"Bangor, ME",Framlingham,1.34234,52.222283
151.197465,-33.875250,,Ben Howard,02/04/2013,Ben Howard,Metro Theatre,"Sydney, NSW",Totnes,-3.685109,50.434792
-122.419722,37.776648,Snow Patrol,Ed Sheeran,21/08/2018,Ed Sheeran / Snow Patrol / Anne-Marie,AT&T Park,"San Francisco, CA",Framlingham,1.34234,52.222283
-74.077492,40.806756,,Ed Sheeran,13/07/2013,Taylor Swift / Ed Sheeran / Austin Mahone,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ben Howard,28/09/2015,Ben Howard & Daughter,Radio City Music Hall,"New York, NY",Totnes,-3.685109,50.434792
-73.946298,40.679985,,Ed Sheeran,29/09/2017,World Tour 2017,Barclays Center,"Brooklyn, NY",Framlingham,1.34234,52.222283
-82.451586,27.954319,Austin Mahone,Ed Sheeran,09/12/2012,Justin Bieber / Ke$ha / OneRepublic / Sean Kingston / Ed Sheeran / The Ready Set / Bridgit Mendler / Austin Mahone / PSY / Walk the Moon,St. Pete Times Forum,"Tampa, FL",Framlingham,1.34234,52.222283
8.670165,50.106908,Jamie Lawson,Ed Sheeran,18/11/2014,Jamie Lawson / Saint Raymond / Ed Sheeran,Jahrhunderhalle,"Frankfurt, DE",Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ben Howard,25/01/2015,Ben Howard,Union Transfer,"Philadelphia, PA",Totnes,-3.685109,50.434792
-2.589657,51.165799,,Ed Sheeran,21/06/2017,Glastonbury Festival 2017,Worthy Farm,"Pilton,",Framlingham,1.34234,52.222283
174.816944,-36.927011,,Ed Sheeran,24/03/2018,Ed Sheeran,Mt Smart Stadium,"Penrose,",Framlingham,1.34234,52.222283
-123.118713,49.283907,,Ed Sheeran,19/06/2015,Ed Sheeran's X Tour 2015,Rogers Arena,"Vancouver, BC",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,05/03/2013,Ed Sheeran / Side View / Ed Sheeeran / Rear View,Festival Hall,"Melbourne, VIC",Framlingham,1.34234,52.222283
-73.579568,45.503003,,Ed Sheeran,19/07/2017,% Tour,Centre Bell,"Montreal, Quebec",Framlingham,1.34234,52.222283
-121.906605,37.335861,Fifth Harmony,Ed Sheeran,02/12/2017,Fifth Harmony / Ed Sheeran / Dua Lipa / Logic / The Chainsmokers / Niall Horan,SAP Center at San Jose,"San Jose, CA",Framlingham,1.34234,52.222283
-93.255974,44.974890,,Ed Sheeran,20/10/2018,2018 North American Stadium Tour,US Bank Stadium,"Minneapolis, MN",Framlingham,1.34234,52.222283
-84.509578,39.101508,Snow Patrol,Ed Sheeran,04/04/2012,Snow Patrol / Ed Sheeran,Bogart's Cincinnati,"Cincinnati, OH",Framlingham,1.34234,52.222283
-75.173719,39.953464,,Ed Sheeran,11/07/2017,Divide Tour,Wells Fargo Center,"Philadelphia, PA",Framlingham,1.34234,52.222283
-73.946298,40.679985,,Ed Sheeran,29/09/2017,Ed Sheeran,Barclay's Center,"Brooklyn, NY",Framlingham,1.34234,52.222283
-79.394668,43.654563,,Ed Sheeran,17/09/2014,Ed Sheeran,Air Canada Centre,"Toronto, ON",Framlingham,1.34234,52.222283
-74.077492,40.806756,,Ed Sheeran,22/09/2018,Divide World Tour,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-71.243295,42.064948,Taylor Swift,Ed Sheeran,26/07/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,28/03/2015,Ed Sheeran / Jamie Lawson / Conrad Sewell,Rod Laver Arena,Melbourne,Framlingham,1.34234,52.222283
5.692105,52.455127,,Ben Howard,21/08/2015,Lowlands Festival 2015,Lowlands,"Biddinghuizen,",Totnes,-3.685109,50.434792
-118.250767,34.052391,Willy Mason,Ben Howard,10/02/2015,Willy Mason / Ben Howard,The Shrine Auditorium,"Los Angeles, CA",Totnes,-3.685109,50.434792
-1.622572,54.977101,,Ed Sheeran,25/10/2014,Ed Sheeran,Metro Radio Arena,"Newcastle Upon Tyne,",Framlingham,1.34234,52.222283
-93.087835,44.952533,,Ed Sheeran,15/09/2015,Ed Sheeran,Xcel Energy Center,"St Paul, MN",Framlingham,1.34234,52.222283
-87.871524,41.986636,,Ed Sheeran,16/09/2017,Divide World Tour 2017,Allstate Arena,"Rosemont, IL",Framlingham,1.34234,52.222283
-82.451586,27.954319,Kesha,Ed Sheeran,09/12/2012,Justin Bieber / Kesha / OneRepublic / Sean Kingston / Ed Sheeran / The Ready Set / Bridgit Mendler / Austin Mahone / Walk the Moon / PSY,Amalie Arena,"Tampa, FL",Framlingham,1.34234,52.222283
-43.940007,-19.917387,Antonio Lulic,Ed Sheeran,30/05/2017,Ed Sheeran / Antonio Lulic,Esplanada Do Mineirão,"Belo Horizonte,",Framlingham,1.34234,52.222283
144.963180,-37.807092,Rudimental,Ed Sheeran,06/12/2015,Ed Sheeran / Rudimental,AAMI Park,Melbourne,Framlingham,1.34234,52.222283
-9.138943,38.720808,,Ed Sheeran,31/05/2014,Rock in Rio Lisboa 2014,Parque Da Bela Vista,Lisbon,Framlingham,1.34234,52.222283
-84.382869,33.747525,Jamie Lawson,Ed Sheeran,12/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Phillips Arena,"Atlanta, GA",Framlingham,1.34234,52.222283
-71.243295,42.064948,,Ed Sheeran,25/09/2015,X Tour,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
-71.058831,42.361474,,Ed Sheeran,22/09/2017,James Blunt / Ed Sheeran,TD Garden,"Boston, MA",Framlingham,1.34234,52.222283
-77.307847,38.851968,Mumford & Sons,Ben Howard,14/02/2013,Ben Howard / Mumford & Sons,"EagleBank Arena, George Mason University","Fairfax, VA",Totnes,-3.685109,50.434792
-75.173719,39.953464,The Wanted,Ed Sheeran,05/12/2012,Justin Bieber / The Wanted / Ed Sheeran / Olly Murs / Karmin / Cher Lloyd / PSY / OneRepublic / Bridgit Mendler,Wells Fargo Center,"Philadelphia, PA",Framlingham,1.34234,52.222283
-118.250767,34.052391,Rixton,Ed Sheeran,25/06/2015,Ed Sheeran / Rixton,Hollywood Bowl,"Los Angeles, CA",Framlingham,1.34234,52.222283
-118.380865,34.188077,,Ed Sheeran,25/06/2015,Ed Sheeran,Hollywood Bowl,"North Hollywood, CA",Framlingham,1.34234,52.222283
-73.988863,40.745820,Daughter,Ben Howard,25/09/2015,Ben Howard / Daughter,Radio City Music Hall,"New York, NY",Totnes,-3.685109,50.434792
-90.047665,35.150033,,Ed Sheeran,03/05/2015,Beale Street Music Fest,Tom Lee Park,"Memphis, TN",Framlingham,1.34234,52.222283
144.963180,-37.807092,Passenger,Ed Sheeran,05/12/2015,Ed Sheeran / Rudimental / Passenger / Foy Vance,AAMI Park,Melbourne,Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ed Sheeran,12/07/2015,X,"Wembley Stadium, Wembley","London, UK",Framlingham,1.34234,52.222283
-0.125079,51.505809,,Ben Howard,18/01/2019,Ben Howard / Ex:Re,O2 Academy Brixton,"London, UK",Totnes,-3.685109,50.434792
-79.394668,43.654563,,Ed Sheeran,14/06/2013,The Red Tour,Rogers Centre,"Toronto, ON",Framlingham,1.34234,52.222283
-71.243295,42.064948,Anne Marie,Ed Sheeran,15/09/2018,Ed Sheeran / Snow Patrol / Anne Marie,Gillette Stadium,"Foxboro, MA",Framlingham,1.34234,52.222283
-74.171064,40.734616,Foy Vance,Ed Sheeran,30/05/2015,Ed Sheeran / Foy Vance,Prudential Center,"Newark, NJ",Framlingham,1.34234,52.222283
4.898671,52.369580,,Ed Sheeran,03/11/2014,Ed Sheeran / Jamie Lawson,Ziggo Dome,"Amsterdam,",Framlingham,1.34234,52.222283
18.067239,59.329375,,Ed Sheeran,12/11/2014,Ed Sheeran / Jamie Lawson,Ericsson Globe Arena,"Stockholm,",Framlingham,1.34234,52.222283
-98.524173,29.424665,,Ed Sheeran,22/08/2017,Divide World Tour,ATT Center,"San Antonio, TX",Framlingham,1.34234,52.222283
-5.927997,54.597504,,Ed Sheeran,10/01/2013,Ed Sheeran / Passenger,sse arena belfast,"Belfast, UK",Framlingham,1.34234,52.222283
-80.196168,25.760712,,Ed Sheeran,09/09/2015,Ed Sheeran,American Airlines Arena,"Miami, FL",Framlingham,1.34234,52.222283
-2.121790,52.804227,,Ed Sheeran,17/08/2014,V Festival 2014,Weston Park,Staffordshire,Framlingham,1.34234,52.222283
-2.720114,51.147619,,Ed Sheeran,27/06/2014,Glastonbury,Glastonbury,Glastonbury,Framlingham,1.34234,52.222283
-117.087017,32.639264,Rixton,Ed Sheeran,09/05/2014,Chris Brown / Fall Out Boy / Tiësto / Paramore / Ed Sheeran / Austin Mahone / Rixton / MKTO,Sleep Train Amphitheatre,"Chula Vista, CA",Framlingham,1.34234,52.222283
-72.109794,41.431591,,Ed Sheeran,23/05/2015,Ed Sheeran,Mohegan Sun Arena,"Uncasville, CT",Framlingham,1.34234,52.222283
-75.173719,39.953464,Karmin,Ed Sheeran,05/12/2012,Justin Bieber / PSY / Cher Lloyd / Ed Sheeran / The Wanted / OneRepublic / Bridgit Mendler / Karmin / Olly Murs,Wells Fargo Center,"Philadelphia, PA",Framlingham,1.34234,52.222283
-98.524173,29.424665,,Ed Sheeran,22/08/2017,Divide Tour,ATT Center,"San Antonio, TX",Framlingham,1.34234,52.222283
-117.168317,32.715551,Passenger,Ed Sheeran,02/10/2012,Ed Sheeran / Passenger / Selah Sue,House of Blues,"San Diego, CA",Framlingham,1.34234,52.222283
-118.250767,34.052391,,Ben Howard,06/06/2012,Ben Howard / Bahamas,Troubadour,"Los Angeles, CA",Totnes,-3.685109,50.434792
-83.051879,42.330650,Foy Vance,Ed Sheeran,24/01/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,The Fillmore Detroit,"Detroit, MI",Framlingham,1.34234,52.222283
-71.243295,42.064948,Snow Patrol,Ed Sheeran,15/09/2018,Ed Sheeran / Snow Patrol / Anne-Marie,Gillette Stadium,"Foxborough, MA",Framlingham,1.34234,52.222283
4.898671,52.369580,Gregory Alan Isakov,Ed Sheeran,26/10/2016,Passenger / Ed Sheeran / Gregory Alan Isakov,Ziggo Dome,"Amsterdam, Netherlands",Framlingham,1.34234,52.222283
-122.691520,45.515643,Rixton,Ed Sheeran,20/06/2015,Ed Sheeran / Rixton,The Moda Center,"Portland, OR",Framlingham,1.34234,52.222283
-3.703793,40.416732,,Ben Howard,12/07/2018,Mad Cool Festival 2018,Valdebebas - IFEMA,"Madrid, Spain",Totnes,-3.685109,50.434792
-74.077492,40.806756,Austin Mahone,Ed Sheeran,13/07/2013,Taylor Swift / Ed Sheeran / Austin Mahone / Joel Crouse,MetLife Stadium,"East Rutherford, NJ",Framlingham,1.34234,52.222283
-114.071192,51.047865,,Ed Sheeran,17/06/2015,Multiply Tour,Scotiabank Saddledome,"Calgary, AB",Framlingham,1.34234,52.222283
-77.038258,38.907194,Selah Sue,Ed Sheeran,22/09/2012,Ed Sheeran / Passenger / Selah Sue,9:30 Club,"Washington, D.C.",Framlingham,1.34234,52.222283
-118.250767,34.052391,,Ed Sheeran,17/02/2013,Birthday Show,Nokia Theatre Live,"Los Angeles, CA",Framlingham,1.34234,52.222283
-80.055244,26.713330,,Ed Sheeran,01/05/2013,Sunfest Music Festival 2013,Clematis By Night Festival Grounds,"West Palm Beach, FL",Framlingham,1.34234,52.222283
-2.242669,53.480276,,Ed Sheeran,27/10/2014,Ed Sheeran / Jamie Lawson,Manchester Arena,"Manchester, UK",Framlingham,1.34234,52.222283
-118.250767,34.052391,Taylor Swift,Ed Sheeran,23/08/2013,Taylor Swift / Ed Sheeran,Staples Center,"Los Angeles, CA",Framlingham,1.34234,52.222283
-123.118713,49.283907,,Ed Sheeran,19/06/2015,Ed Sheeran / Rixton,Rogers Arena,"Vancouver, BC",Framlingham,1.34234,52.222283
-83.051879,42.330650,Austin Mahone,Ed Sheeran,04/05/2013,Taylor Swift / Ed Sheeran / Austin Mahone,Ford Field,"Detroit, MI",Framlingham,1.34234,52.222283
-84.382869,33.747525,Rudimental,Ed Sheeran,25/09/2014,Ed Sheeran / Rudimental,Infinite Energy Arena,"Atlanta, GA",Framlingham,1.34234,52.222283
4.694107,50.971290,,Ed Sheeran,01/07/2012,Ed Sheeran,Rock Werchter,"Werchter, Belguim",Framlingham,1.34234,52.222283
-84.144473,34.002978,,Ed Sheeran,13/12/2012,Jason Mraz / Ed Sheeran / Grace Potter / Alex Clare / Andy Grammer / Phillip Phillips,Infinite Energy Arena,"Duluth, GA",Framlingham,1.34234,52.222283
5.692105,52.455127,,Ben Howard,19/08/2011,Lowlands Festival 2011,Unknown venue,"Biddinghuizen,",Totnes,-3.685109,50.434792
-73.988863,40.745820,,Ed Sheeran,10/09/2014,America's Got Talent,Radio City Music Hall,"New York, NY",Framlingham,1.34234,52.222283
6.021689,50.892486,,Ben Howard,26/05/2012,Pinkpop 2012,Pinkpop,Landgraaf,Totnes,-3.685109,50.434792
-93.087835,44.952533,,Ed Sheeran,04/12/2012,KDWB Jingle Ball 2012,Xcel Energy Center,"St. Paul, MN",Framlingham,1.34234,52.222283
144.963180,-37.807092,,Ed Sheeran,10/03/2018,Divide,Etihad stadium,"Melbourne, Australia",Framlingham,1.34234,52.222283
-0.125079,51.505809,Vampire Weekend,Ben Howard,06/07/2013,Mumford & Sons / Vampire Weekend / Ben Howard / Edward Sharpe & The Magnetic Zeros / HAIM / Bear's Den,Queen Elizabeth Olympic Park,"London, UK",Totnes,-3.685109,50.434792
-72.109794,41.431591,,Ed Sheeran,15/07/2017,Divide tour,Mohegan Sun Arena,"Uncasville, CT",Framlingham,1.34234,52.222283
-73.946298,40.679985,Pete Roe,Ben Howard,29/10/2014,Ben Howard / Pete Roe,Music Hall of Williamsburg,"Brooklyn, NY",Totnes,-3.685109,50.434792
0.061393,40.055199,,Ed Sheeran,15/07/2012,Festival Internacional de Benicàssim - FIB 2012,Recinto de Conciertos,"Benicassim,",Framlingham,1.34234,52.222283
-86.767484,36.160444,James Blunt,Ed Sheeran,06/10/2017,Ed Sheeran / James Blunt,Bridgestone Arena,"Nashville, TN",Framlingham,1.34234,52.222283
-81.378980,28.537773,,Ed Sheeran,08/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Amway Center,"Orlando, FL",Framlingham,1.34234,52.222283
144.963180,-37.807092,Bliss N Eso,Ed Sheeran,12/03/2018,Ed Sheeran / Missy Higgins / Bliss N Eso,Etihad Stadium,Melbourne,Framlingham,1.34234,52.222283
-73.988863,40.745820,,Ben Howard,30/01/2015,Ben Howard,Hammerstein Ballroom,"New York, NY",Totnes,-3.685109,50.434792
-93.087835,44.952533,,Ed Sheeran,15/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Xcel Energy Center,"St Paul, MN",Framlingham,1.34234,52.222283
,,,Ed Sheeran,12/06/2014,Ed Sheeran / Little Mix / Icona Pop / Austin Mahone,,,Framlingham,1.34234,52.222283
-90.047665,35.150033,,Ed Sheeran,01/05/2015,Beale Street Music Festival,Tom Lee Park,"Memphis, TN",Framlingham,1.34234,52.222283
144.963180,-37.807092,Side View,Ed Sheeran,05/03/2013,Ed Sheeran / Side View / Ed Sheeeran / Rear View,Festival Hall,"Melbourne, VIC",Framlingham,1.34234,52.222283
152.999179,-27.475018,,Ben Howard,28/05/2015,Ben Howard,The Tivoli,"Brisbane, QLD",Totnes,-3.685109,50.434792
4.350322,50.851044,Jamie Lawson,Ed Sheeran,14/11/2014,Jamie Lawson / Ed Sheeran,Forest national,"Brussels, Belgium",Framlingham,1.34234,52.222283
-115.154230,36.166453,,Ed Sheeran,29/09/2012,Bite of Las Vegas,Desert Breeze Park,"Las Vegas, NV",Framlingham,1.34234,52.222283
-86.152095,39.771215,,Ed Sheeran,09/06/2012,WZPL Acoustic Lounge,Daddy Real's The Place,"Indianapolis, IN",Framlingham,1.34234,52.222283
-73.946298,40.679985,,Ben Howard,29/10/2014,Ben Howard / Pete Roe,Music Hall of Williamsburg,"Brooklyn, NY",Totnes,-3.685109,50.434792
-84.509578,39.101508,,Ed Sheeran,17/09/2015,Ed Sheeran / Christina Perri / Jamie Lawson,Riverbend Music Center,"Cincinnati, OH",Framlingham,1.34234,52.222283
-1.622572,54.977101,,Ed Sheeran,10/06/2018,Ed Sheeran,St James' Park,Newcastle Upon Tyne,Framlingham,1.34234,52.222283
-80.196168,25.760712,,Ed Sheeran,10/04/2013,Taylor Swift / Ed Sheeran,AmericanAirlines Arena,"Miami, FL",Framlingham,1.34234,52.222283
-86.152095,39.771215,,Ed Sheeran,26/01/2013,Ed Sheeran / Rizzle Kicks / Foy Vance,"Egyptian Room, Old National Centre","Indianapolis, IN",Framlingham,1.34234,52.222283
151.197465,-33.875250,,Ed Sheeran,01/03/2013,Ed Sheeran,Sydney Entertainment Centre,"Sydney, NSW",Framlingham,1.34234,52.222283
-81.028233,34.001571,,Ed Sheeran,23/03/2013,Taylor Swift,Colonial Life Arena,"Columbia, SC",Framlingham,1.34234,52.222283
