JSON_Name,JSON_ValueString
chart.result.0.indicators.quote.0.low.0,53
chart.result.0.indicators.quote.0.low.1,53.6199989318848
chart.result.0.indicators.quote.0.low.2,53.0299987792969
chart.result.0.indicators.quote.0.low.3,53.3499984741211
chart.result.0.indicators.quote.0.low.4,53.2200012207031
chart.result.0.indicators.quote.0.low.5,53.5
chart.result.0.indicators.quote.0.low.6,53.6500015258789
chart.result.0.indicators.quote.0.low.7,54.2099990844727
chart.result.0.indicators.quote.0.low.8,57.6500015258789
chart.result.0.indicators.quote.0.low.9,57.9900016784668
chart.result.0.indicators.quote.0.low.10,59.439998626709
chart.result.0.indicators.quote.0.low.11,59.7999992370605
chart.result.0.indicators.quote.0.low.12,59.4199981689453
chart.result.0.indicators.quote.0.low.13,60
chart.result.0.indicators.quote.0.low.14,60.0200004577637
chart.result.0.indicators.quote.0.low.15,60.75
chart.result.0.indicators.quote.0.low.16,61.3499984741211
chart.result.0.indicators.quote.0.low.17,60.1699981689453
chart.result.0.indicators.quote.0.low.18,59.6100006103516
chart.result.0.indicators.quote.0.low.19,59.4700012207031
chart.result.0.indicators.quote.0.low.20,59.5
chart.result.0.indicators.quote.0.low.21,59.7999992370605
chart.result.0.indicators.quote.0.low.22,60.8499984741211
chart.result.0.indicators.quote.0.low.23,61.7700004577637
chart.result.0.indicators.quote.0.low.24,63.0499992370605
chart.result.0.indicators.quote.0.low.25,62
chart.result.0.indicators.quote.0.low.26,61.689998626709
chart.result.0.indicators.quote.0.low.27,61.4300003051758
chart.result.0.indicators.quote.0.low.28,62.0200004577637
chart.result.0.indicators.quote.0.low.29,62.310001373291
chart.result.0.indicators.quote.0.low.30,61.7999992370605
chart.result.0.indicators.quote.0.low.31,61.25
chart.result.0.indicators.quote.0.low.32,61.5999984741211
chart.result.0.indicators.quote.0.low.33,58.8899993896484
chart.result.0.indicators.quote.0.low.34,57.25
chart.result.0.indicators.quote.0.low.35,61.0400009155273
chart.result.0.indicators.quote.0.low.36,61.1199989318848
chart.result.0.indicators.quote.0.low.37,60.75
chart.result.0.indicators.quote.0.low.38,61.2599983215332
chart.result.0.indicators.quote.0.low.39,62.4900016784668
chart.result.0.indicators.quote.0.low.40,62.6399993896484
chart.result.0.indicators.quote.0.low.41,63.4000015258789
chart.result.0.indicators.quote.0.low.42,64.870002746582
chart.result.0.indicators.quote.0.low.43,65.5100021362305
chart.result.0.indicators.quote.0.low.44,65.75
chart.result.0.indicators.quote.0.low.45,64.4599990844727
chart.result.0.indicators.quote.0.low.46,63.6399993896484
chart.result.0.indicators.quote.0.low.47,61.2099990844727
chart.result.0.indicators.quote.0.low.48,61.0800018310547
chart.result.0.indicators.quote.0.low.49,60.4300003051758
chart.result.0.indicators.quote.0.low.50,61.1699981689453
chart.result.0.indicators.quote.0.low.51,60.9300003051758
chart.result.0.indicators.quote.0.low.52,61.3300018310547
chart.result.0.indicators.quote.0.low.53,62.0400009155273
chart.result.0.indicators.quote.0.low.54,61.810001373291
chart.result.0.indicators.quote.0.low.55,63.1300010681152
chart.result.0.indicators.quote.0.low.56,63.3199996948242
chart.result.0.indicators.quote.0.low.57,62.189998626709
chart.result.0.indicators.quote.0.low.58,63.6500015258789
chart.result.0.indicators.quote.0.low.59,63.3899993896484
chart.result.0.indicators.quote.0.low.60,63.7999992370605
chart.result.0.indicators.quote.0.low.61,64
chart.result.0.indicators.quote.0.low.62,63.5900001525879
chart.result.0.indicators.quote.0.low.63,63.4099998474121
chart.result.0.indicators.quote.0.low.64,63.9900016784668
chart.result.0.indicators.quote.0.low.65,64.6800003051758
chart.result.0.indicators.quote.0.low.66,63.7200012207031
chart.result.0.indicators.quote.0.low.67,63.9500007629395
chart.result.0.indicators.quote.0.low.68,63.8400001525879
chart.result.0.indicators.quote.0.low.69,64.4400024414063
chart.result.0.indicators.quote.0.low.70,63.4599990844727
chart.result.0.indicators.quote.0.low.71,66.75
chart.result.0.indicators.quote.0.low.72,69.5199966430664
chart.result.0.indicators.quote.0.low.73,70.0599975585938
chart.result.0.indicators.quote.0.low.74,69.5299987792969
chart.result.0.indicators.quote.0.low.75,68.5400009155273
chart.result.0.indicators.quote.0.low.76,67.4199981689453
chart.result.0.indicators.quote.0.low.77,67.3899993896484
chart.result.0.indicators.quote.0.low.78,69.0699996948242
chart.result.0.indicators.quote.0.low.79,69.3600006103516
chart.result.0.indicators.quote.0.low.80,70.129997253418
chart.result.0.indicators.quote.0.low.81,69.2600021362305
chart.result.0.indicators.quote.0.low.82,68.7799987792969
chart.result.0.indicators.quote.0.low.83,69.4800033569336
chart.result.0.indicators.quote.0.low.84,70.2699966430664
chart.result.0.indicators.quote.0.low.85,71.0299987792969
chart.result.0.indicators.quote.0.low.86,71.3499984741211
chart.result.0.indicators.quote.0.low.87,71.6900024414063
chart.result.0.indicators.quote.0.low.88,71.1900024414063
chart.result.0.indicators.quote.0.low.89,70.5199966430664
chart.result.0.indicators.quote.0.low.90,71.3099975585938
chart.result.0.indicators.quote.0.low.91,71.8099975585938
chart.result.0.indicators.quote.0.low.92,72.1999969482422
chart.result.0.indicators.quote.0.low.93,71.0199966430664
chart.result.0.indicators.quote.0.low.94,71.0999984741211
chart.result.0.indicators.quote.0.low.95,72.129997253418
chart.result.0.indicators.quote.0.low.96,71.8000030517578
chart.result.0.indicators.quote.0.low.97,73.4199981689453
chart.result.0.indicators.quote.0.low.98,74.2399978637695
chart.result.0.indicators.quote.0.low.99,75.3300018310547
chart.result.0.indicators.quote.0.low.100,74.7300033569336
chart.result.0.indicators.quote.0.low.101,74.2699966430664
chart.result.0.indicators.quote.0.low.102,75.2099990844727
chart.result.0.indicators.quote.0.low.103,75.0599975585938
chart.result.0.indicators.quote.0.low.104,74.6399993896484
chart.result.0.indicators.quote.0.low.105,74.5400009155273
chart.result.0.indicators.quote.0.low.106,74.9199981689453
chart.result.0.indicators.quote.0.low.107,73.2699966430664
chart.result.0.indicators.quote.0.low.108,73.1800003051758
chart.result.0.indicators.quote.0.low.109,73.9100036621094
chart.result.0.indicators.quote.0.low.110,74.4300003051758
chart.result.0.indicators.quote.0.low.111,74.0100021362305
chart.result.0.indicators.quote.0.low.112,74.4599990844727
chart.result.0.indicators.quote.0.low.113,75.1399993896484
chart.result.0.indicators.quote.0.low.114,75.2200012207031
chart.result.0.indicators.quote.0.low.115,76.0299987792969
chart.result.0.indicators.quote.0.low.116,76.2200012207031
chart.result.0.indicators.quote.0.low.117,77.1500015258789
chart.result.0.indicators.quote.0.low.118,75.9800033569336
chart.result.0.indicators.quote.0.low.119,75.8099975585938
chart.result.0.indicators.quote.0.low.120,76.9000015258789
chart.result.0.indicators.quote.0.low.121,77.4599990844727
chart.result.0.indicators.quote.0.low.122,77.5699996948242
chart.result.0.indicators.quote.0.low.123,78.3600006103516
chart.result.0.indicators.quote.0.low.124,78.5999984741211
chart.result.0.indicators.quote.0.low.125,77.9100036621094
chart.result.0.indicators.quote.0.low.126,78.629997253418
chart.result.0.indicators.quote.0.low.127,78.8499984741211
chart.result.0.indicators.quote.0.low.128,78.6800003051758
chart.result.0.indicators.quote.0.low.129,77.6800003051758
chart.result.0.indicators.quote.0.low.130,77.6500015258789
chart.result.0.indicators.quote.0.low.131,78.6800003051758
chart.result.0.indicators.quote.0.low.132,79
chart.result.0.indicators.quote.0.low.133,79.7099990844727
chart.result.0.indicators.quote.0.low.134,79.2699966430664
chart.result.0.indicators.quote.0.low.135,79.6900024414063
chart.result.0.indicators.quote.0.low.136,71.5
chart.result.0.indicators.quote.0.low.137,71.120002746582
chart.result.0.indicators.quote.0.low.138,69.8099975585938
chart.result.0.indicators.quote.0.low.139,69.75
chart.result.0.indicators.quote.0.low.140,69.8399963378906
chart.result.0.indicators.quote.0.low.141,71.0800018310547
chart.result.0.indicators.quote.0.low.142,70.5400009155273
chart.result.0.indicators.quote.0.low.143,70.9000015258789
chart.result.0.indicators.quote.0.low.144,70.0699996948242
chart.result.0.indicators.quote.0.low.145,69.6900024414063
chart.result.0.indicators.quote.0.low.146,69.6100006103516
chart.result.0.indicators.quote.0.low.147,69.9100036621094
chart.result.0.indicators.quote.0.low.148,69.5500030517578
chart.result.0.indicators.quote.0.low.149,68.5999984741211
chart.result.0.indicators.quote.0.low.150,69.129997253418
chart.result.0.indicators.quote.0.low.151,69.9599990844727
chart.result.0.indicators.quote.0.low.152,70.7600021362305
chart.result.0.indicators.quote.0.low.153,68.370002746582
chart.result.0.indicators.quote.0.low.154,68.870002746582
chart.result.0.indicators.quote.0.low.155,69.4000015258789
chart.result.0.indicators.quote.0.low.156,68.6900024414063
chart.result.0.indicators.quote.0.low.157,68.4499969482422
chart.result.0.indicators.quote.0.low.158,69.1600036621094
chart.result.0.indicators.quote.0.low.159,70.3199996948242
chart.result.0.indicators.quote.0.low.160,71.5
chart.result.0.indicators.quote.0.low.161,70.9400024414063
chart.result.0.indicators.quote.0.low.162,70.4199981689453
chart.result.0.indicators.quote.0.low.163,69.9499969482422
chart.result.0.indicators.quote.0.low.164,69.3099975585938
chart.result.0.indicators.quote.0.low.165,69.2099990844727
chart.result.0.indicators.quote.0.low.166,70.8000030517578
chart.result.0.indicators.quote.0.low.167,70.370002746582
chart.result.0.indicators.quote.0.low.168,69.8000030517578
chart.result.0.indicators.quote.0.low.169,70.2600021362305
chart.result.0.indicators.quote.0.low.170,69.8300018310547
chart.result.0.indicators.quote.0.low.171,69.7900009155273
chart.result.0.indicators.quote.0.low.172,70.1999969482422
chart.result.0.indicators.quote.0.low.173,70.120002746582
chart.result.0.indicators.quote.0.low.174,69
chart.result.0.indicators.quote.0.low.175,69.7900009155273
chart.result.0.indicators.quote.0.low.176,70.25
chart.result.0.indicators.quote.0.low.177,69.75
chart.result.0.indicators.quote.0.low.178,70.1500015258789
chart.result.0.indicators.quote.0.low.179,69.8000030517578
chart.result.0.indicators.quote.0.low.180,69.9499969482422
chart.result.0.indicators.quote.0.low.181,70.1500015258789
chart.result.0.indicators.quote.0.low.182,73
chart.result.0.indicators.quote.0.low.183,73.2699966430664
chart.result.0.indicators.quote.0.low.184,72.4700012207031
chart.result.0.indicators.quote.0.low.185,72.4300003051758
chart.result.0.indicators.quote.0.low.186,72.7399978637695
chart.result.0.indicators.quote.0.low.187,72.9800033569336
chart.result.0.indicators.quote.0.low.188,73.4300003051758
chart.result.0.indicators.quote.0.low.189,72.7099990844727
chart.result.0.indicators.quote.0.low.190,72.8199996948242
chart.result.0.indicators.quote.0.low.191,73.5
chart.result.0.indicators.quote.0.low.192,75.2900009155273
chart.result.0.indicators.quote.0.low.193,76.5599975585938
chart.result.0.indicators.quote.0.low.194,75.5800018310547
chart.result.0.indicators.quote.0.low.195,75.879997253418
chart.result.0.indicators.quote.0.low.196,76.4400024414063
chart.result.0.indicators.quote.0.low.197,81.120002746582
chart.result.0.indicators.quote.0.low.198,80.0699996948242
chart.result.0.indicators.quote.0.low.199,76.2799987792969
chart.result.0.indicators.quote.0.low.200,77.5299987792969
chart.result.0.indicators.quote.0.low.201,76.0500030517578
chart.result.0.indicators.quote.0.low.202,73.379997253418
chart.result.0.indicators.quote.0.low.203,77.5
chart.result.0.indicators.quote.0.low.204,78.3899993896484
chart.result.0.indicators.quote.0.low.205,79.0599975585938
chart.result.0.indicators.quote.0.low.206,80.8899993896484
chart.result.0.indicators.quote.0.low.207,81.1999969482422
chart.result.0.indicators.quote.0.low.208,80.9800033569336
chart.result.0.indicators.quote.0.low.209,82.120002746582
chart.result.0.indicators.quote.0.low.210,81.6399993896484
chart.result.0.indicators.quote.0.low.211,82.0299987792969
chart.result.0.indicators.quote.0.low.212,82.8000030517578
chart.result.0.indicators.quote.0.low.213,81.7600021362305
chart.result.0.indicators.quote.0.low.214,81.3499984741211
chart.result.0.indicators.quote.0.low.215,80.620002746582
chart.result.0.indicators.quote.0.low.216,80.0100021362305
chart.result.0.indicators.quote.0.low.217,81.8499984741211
chart.result.0.indicators.quote.0.low.218,83.6999969482422
chart.result.0.indicators.quote.0.low.219,83.5999984741211
chart.result.0.indicators.quote.0.low.220,84.5400009155273
chart.result.0.indicators.quote.0.low.221,86.0400009155273
chart.result.0.indicators.quote.0.low.222,86.3199996948242
chart.result.0.indicators.quote.0.low.223,83.9700012207031
chart.result.0.indicators.quote.0.low.224,83.9599990844727
chart.result.0.indicators.quote.0.low.225,83.5199966430664
chart.result.0.indicators.quote.0.low.226,83.0199966430664
chart.result.0.indicators.quote.0.low.227,81.1399993896484
chart.result.0.indicators.quote.0.low.228,82.4100036621094
chart.result.0.indicators.quote.0.low.229,83.2600021362305
chart.result.0.indicators.quote.0.low.230,82.5199966430664
chart.result.0.indicators.quote.0.low.231,81.4000015258789
chart.result.0.indicators.quote.0.low.232,82.2300033569336
chart.result.0.indicators.quote.0.low.233,81.1900024414063
chart.result.0.indicators.quote.0.low.234,79.0299987792969
chart.result.0.indicators.quote.0.low.235,78.3199996948242
chart.result.0.indicators.quote.0.low.236,78
chart.result.0.indicators.quote.0.low.237,78.2799987792969
chart.result.0.indicators.quote.0.low.238,77.7200012207031
chart.result.0.indicators.quote.0.low.239,80.1500015258789
chart.result.0.indicators.quote.0.low.240,78.1800003051758
chart.result.0.indicators.quote.0.low.241,77.7600021362305
chart.result.0.indicators.quote.0.low.242,77.3199996948242
chart.result.0.indicators.quote.0.low.243,78.0400009155273
chart.result.0.indicators.quote.0.low.244,80.0899963378906
chart.result.0.indicators.quote.0.low.245,79.4300003051758
chart.result.0.indicators.quote.0.low.246,79.8499984741211
chart.result.0.indicators.quote.0.low.247,81.620002746582
chart.result.0.indicators.quote.0.low.248,83.7200012207031
chart.result.0.indicators.quote.0.low.249,83.7300033569336
chart.result.0.indicators.quote.0.low.250,83.6500015258789
chart.result.0.indicators.quote.0.low.251,83.9700012207031
chart.result.0.indicators.quote.0.low.252,81.7200012207031
chart.result.0.indicators.quote.0.low.253,79.120002746582
chart.result.0.indicators.quote.0.low.254,81.870002746582
chart.result.0.indicators.quote.0.low.255,82.7699966430664
chart.result.0.indicators.quote.0.low.256,84.1600036621094
chart.result.0.indicators.quote.0.low.257,84.25
chart.result.0.indicators.quote.0.low.258,83.9100036621094
chart.result.0.indicators.quote.0.low.259,89.370002746582
chart.result.0.indicators.quote.0.low.260,89.9800033569336
chart.result.0.indicators.quote.0.low.261,90.2900009155273
chart.result.0.indicators.quote.0.low.262,90.3099975585938
chart.result.0.indicators.quote.0.low.263,92.8099975585938
chart.result.0.indicators.quote.0.low.264,93.1800003051758
chart.result.0.indicators.quote.0.low.265,94.3199996948242
chart.result.0.indicators.quote.0.low.266,91.9400024414062
chart.result.0.indicators.quote.0.low.267,91.0999984741211
chart.result.0.indicators.quote.0.low.268,91.9199981689453
chart.result.0.indicators.quote.0.low.269,92.0800018310547
chart.result.0.indicators.quote.0.low.270,93.5400009155273
chart.result.0.indicators.quote.0.low.271,93.620002746582
chart.result.0.indicators.quote.0.low.272,93.8499984741211
chart.result.0.indicators.quote.0.low.273,93.3199996948242
chart.result.0.indicators.quote.0.low.274,95.6399993896484
chart.result.0.indicators.quote.0.low.275,97.9599990844727
chart.result.0.indicators.quote.0.low.276,97.5999984741211
chart.result.0.indicators.quote.0.low.277,98.3099975585938
chart.result.0.indicators.quote.0.low.278,98.6600036621094
chart.result.0.indicators.quote.0.low.279,98.120002746582
chart.result.0.indicators.quote.0.low.280,98.4100036621094
chart.result.0.indicators.quote.0.low.281,99.6600036621094
chart.result.0.indicators.quote.0.low.282,100.040000915527
chart.result.0.indicators.quote.0.low.283,97.0100021362305
chart.result.0.indicators.quote.0.low.284,97.2300033569336
chart.result.0.indicators.quote.0.low.285,98.0800018310547
chart.result.0.indicators.quote.0.low.286,99.6699981689453
chart.result.0.indicators.quote.0.low.287,100.099998474121
chart.result.0.indicators.quote.0.low.288,101.849998474121
chart.result.0.indicators.quote.0.low.289,101.330001831055
chart.result.0.indicators.quote.0.low.290,101.550003051758
chart.result.0.indicators.quote.0.low.291,101.290000915527
chart.result.0.indicators.quote.0.low.292,103.900001525879
chart.result.0.indicators.quote.0.low.293,100.589996337891
chart.result.0.indicators.quote.0.low.294,96.629997253418
chart.result.0.indicators.quote.0.low.295,92.0100021362305
chart.result.0.indicators.quote.0.low.296,93.6900024414062
chart.result.0.indicators.quote.0.low.297,93.6100006103516
chart.result.0.indicators.quote.0.low.298,93.7099990844727
chart.result.0.indicators.quote.0.low.299,97.0899963378906
chart.result.0.indicators.quote.0.low.300,96.5299987792969
chart.result.0.indicators.quote.0.low.301,99.7399978637695
chart.result.0.indicators.quote.0.low.302,99.8000030517578
chart.result.0.indicators.quote.0.low.303,101.099998474121
chart.result.0.indicators.quote.0.low.304,102.089996337891
chart.result.0.indicators.quote.0.low.305,103.699996948242
chart.result.0.indicators.quote.0.low.306,104.300003051758
chart.result.0.indicators.quote.0.low.307,106.319999694824
chart.result.0.indicators.quote.0.low.308,107.51000213623
chart.result.0.indicators.quote.0.low.309,108.25
chart.result.0.indicators.quote.0.low.310,107.300003051758
chart.result.0.indicators.quote.0.low.311,109.660003662109
chart.result.0.indicators.quote.0.low.312,110.290000915527
chart.result.0.indicators.quote.0.low.313,110.319999694824
chart.result.0.indicators.quote.0.low.314,109.5
chart.result.0.indicators.quote.0.low.315,107.569999694824
chart.result.0.indicators.quote.0.low.316,108.680000305176
chart.result.0.indicators.quote.0.low.317,109.309997558594
chart.result.0.indicators.quote.0.low.318,105.75
chart.result.0.indicators.quote.0.low.319,101.639999389648
chart.result.0.indicators.quote.0.low.320,100.800003051758
chart.result.0.indicators.quote.0.low.321,105.120002746582
chart.result.0.indicators.quote.0.low.322,105.559997558594
chart.result.0.indicators.quote.0.low.323,99.3099975585938
chart.result.0.indicators.quote.0.low.324,102.639999389648
chart.result.0.indicators.quote.0.low.325,102.639999389648
chart.result.0.indicators.quote.0.low.326,101.339996337891
chart.result.0.indicators.quote.0.low.327,100.76000213623
chart.result.0.indicators.quote.0.low.328,102.5
chart.result.0.indicators.quote.0.low.329,101.620002746582
chart.result.0.indicators.quote.0.low.330,101.300003051758
chart.result.0.indicators.quote.0.low.331,101.440002441406
chart.result.0.indicators.quote.0.low.332,101.080001831055
chart.result.0.indicators.quote.0.low.333,98.1999969482422
chart.result.0.indicators.quote.0.low.334,97.1800003051758
chart.result.0.indicators.quote.0.low.335,99.5
chart.result.0.indicators.quote.0.low.336,101.819999694824
chart.result.0.indicators.quote.0.low.337,102.410003662109
chart.result.0.indicators.quote.0.low.338,103.48999786377
chart.result.0.indicators.quote.0.low.339,105.610000610352
chart.result.0.indicators.quote.0.low.340,106.51000213623
chart.result.0.indicators.quote.0.low.341,107.389999389648
chart.result.0.indicators.quote.0.low.342,110.169998168945
chart.result.0.indicators.quote.0.low.343,110.040000915527
chart.result.0.indicators.quote.0.low.344,111.180000305176
chart.result.0.indicators.quote.0.low.345,108.51000213623
chart.result.0.indicators.quote.0.low.346,109.980003356934
chart.result.0.indicators.quote.0.low.347,109.860000610352
chart.result.0.indicators.quote.0.low.348,111.809997558594
chart.result.0.indicators.quote.0.low.349,112.400001525879
chart.result.0.indicators.quote.0.low.350,113
chart.result.0.indicators.quote.0.low.351,115.400001525879
chart.result.0.indicators.quote.0.low.352,114.919998168945
chart.result.0.indicators.quote.0.low.353,110.5
chart.result.0.indicators.quote.0.low.354,111.98999786377
chart.result.0.indicators.quote.0.low.355,109.569999694824
chart.result.0.indicators.quote.0.low.356,110.220001220703
chart.result.0.indicators.quote.0.low.357,109.809997558594
chart.result.0.indicators.quote.0.low.358,107.900001525879
chart.result.0.indicators.quote.0.low.359,111.220001220703
chart.result.0.indicators.quote.0.low.360,112.180000305176
chart.result.0.indicators.quote.0.low.361,113.26000213623
chart.result.0.indicators.quote.0.low.362,111.199996948242
chart.result.0.indicators.quote.0.low.363,111.050003051758
chart.result.0.indicators.quote.0.low.364,106.430000305176
chart.result.0.indicators.quote.0.low.365,106.459999084473
chart.result.0.indicators.quote.0.low.366,103.959999084473
chart.result.0.indicators.quote.0.low.367,102.73999786377
chart.result.0.indicators.quote.0.low.368,98.4800033569336
chart.result.0.indicators.quote.0.low.369,99.2399978637695
chart.result.0.indicators.quote.0.low.370,96.1500015258789
chart.result.0.indicators.quote.0.low.371,94.8099975585938
chart.result.0.indicators.quote.0.low.372,99.0699996948242
chart.result.0.indicators.quote.0.low.373,98.4199981689453
chart.result.0.indicators.quote.0.low.374,102.639999389648
chart.result.0.indicators.quote.0.low.375,103.230003356934
chart.result.0.indicators.quote.0.low.376,100.98999786377
chart.result.0.indicators.quote.0.low.377,99.6399993896484
chart.result.0.indicators.quote.0.low.378,98.0999984741211
chart.result.0.indicators.quote.0.low.379,97.6699981689453
chart.result.0.indicators.quote.0.low.380,96.7399978637695
chart.result.0.indicators.quote.0.low.381,96.9000015258789
chart.result.0.indicators.quote.0.low.382,94.8399963378906
chart.result.0.indicators.quote.0.low.383,95.2099990844727
chart.result.0.indicators.quote.0.low.384,95.5400009155273
chart.result.0.indicators.quote.0.low.385,102.389999389648
chart.result.0.indicators.quote.0.low.386,105.080001831055
chart.result.0.indicators.quote.0.low.387,106.75
chart.result.0.indicators.quote.0.low.388,104.220001220703
chart.result.0.indicators.quote.0.low.389,102.849998474121
chart.result.0.indicators.quote.0.low.390,112.540000915527
chart.result.0.indicators.quote.0.low.391,119.01000213623
chart.result.0.indicators.quote.0.low.392,111.629997253418
chart.result.0.indicators.quote.0.low.393,107.919998168945
chart.result.0.indicators.quote.0.low.394,109.419998168945
chart.result.0.indicators.quote.0.low.395,111.76000213623
chart.result.0.indicators.quote.0.low.396,112.23999786377
chart.result.0.indicators.quote.0.low.397,114.370002746582
chart.result.0.indicators.quote.0.low.398,103.150001525879
chart.result.0.indicators.quote.0.low.399,99.5299987792969
chart.result.0.indicators.quote.0.low.400,106.279998779297
chart.result.0.indicators.quote.0.low.401,105.930000305176
chart.result.0.indicators.quote.0.low.402,108.860000610352
chart.result.0.indicators.quote.0.low.403,110.650001525879
chart.result.0.indicators.quote.0.low.404,115
chart.result.0.indicators.quote.0.low.405,117.660003662109
chart.result.0.indicators.quote.0.low.406,122.279998779297
chart.result.0.indicators.quote.0.low.407,124.23999786377
chart.result.0.indicators.quote.0.low.408,123.480003356934
chart.result.0.indicators.quote.0.low.409,119.379997253418
chart.result.0.indicators.quote.0.low.410,121.819999694824
chart.result.0.indicators.quote.0.low.411,122.849998474121
chart.result.0.indicators.quote.0.low.412,126.290000915527
chart.result.0.indicators.quote.0.low.413,128.789993286133
chart.result.0.indicators.quote.0.low.414,128.399993896484
chart.result.0.indicators.quote.0.low.415,127.680000305176
chart.result.0.indicators.quote.0.low.416,119.25
chart.result.0.indicators.quote.0.low.417,120.360000610352
chart.result.0.indicators.quote.0.low.418,119.75
chart.result.0.indicators.quote.0.low.419,113.73999786377
chart.result.0.indicators.quote.0.low.420,111.319999694824
chart.result.0.indicators.quote.0.low.421,110
chart.result.0.indicators.quote.0.low.422,110.889999389648
chart.result.0.indicators.quote.0.low.423,115.180000305176
chart.result.0.indicators.quote.0.low.424,116.779998779297
chart.result.0.indicators.quote.0.low.425,118.529998779297
chart.result.0.indicators.quote.0.low.426,114.809997558594
chart.result.0.indicators.quote.0.low.427,115.01000213623
chart.result.0.indicators.quote.0.low.428,116.800003051758
chart.result.0.indicators.quote.0.low.429,123.599998474121
chart.result.0.indicators.quote.0.low.430,121.900001525879
chart.result.0.indicators.quote.0.low.431,122.639999389648
chart.result.0.indicators.quote.0.low.432,120.800003051758
chart.result.0.indicators.quote.0.low.433,118.669998168945
chart.result.0.indicators.quote.0.low.434,117.5
chart.result.0.indicators.quote.0.low.435,118.069999694824
chart.result.0.indicators.quote.0.low.436,116.730003356934
chart.result.0.indicators.quote.0.low.437,118.01000213623
chart.result.0.indicators.quote.0.low.438,121.400001525879
chart.result.0.indicators.quote.0.low.439,118.839996337891
chart.result.0.indicators.quote.0.low.440,120.459999084473
chart.result.0.indicators.quote.0.low.441,120.919998168945
chart.result.0.indicators.quote.0.low.442,123.099998474121
chart.result.0.indicators.quote.0.low.443,125.550003051758
chart.result.0.indicators.quote.0.low.444,123.849998474121
chart.result.0.indicators.quote.0.low.445,125.629997253418
chart.result.0.indicators.quote.0.low.446,123.029998779297
chart.result.0.indicators.quote.0.low.447,126.319999694824
chart.result.0.indicators.quote.0.low.448,130.75
chart.result.0.indicators.quote.0.low.449,131.369995117188
chart.result.0.indicators.quote.0.low.450,121.139999389648
chart.result.0.indicators.quote.0.low.451,119.809997558594
chart.result.0.indicators.quote.0.low.452,118.690002441406
chart.result.0.indicators.quote.0.low.453,120.370002746582
chart.result.0.indicators.quote.0.low.454,121.5
chart.result.0.indicators.quote.0.low.455,123.360000610352
chart.result.0.indicators.quote.0.low.456,124.779998779297
chart.result.0.indicators.quote.0.low.457,127.5
chart.result.0.indicators.quote.0.low.458,124.5
chart.result.0.indicators.quote.0.low.459,125.26000213623
chart.result.0.indicators.quote.0.low.460,126.589996337891
chart.result.0.indicators.quote.0.low.461,130.529998779297
chart.result.0.indicators.quote.0.low.462,133.080001831055
chart.result.0.indicators.quote.0.low.463,129.940002441406
chart.result.0.indicators.quote.0.low.464,129.009994506836
chart.result.0.indicators.quote.0.low.465,129.399993896484
chart.result.0.indicators.quote.0.low.466,129.699996948242
chart.result.0.indicators.quote.0.low.467,123.849998474121
chart.result.0.indicators.quote.0.low.468,121.26000213623
chart.result.0.indicators.quote.0.low.469,122.01000213623
chart.result.0.indicators.quote.0.low.470,121.900001525879
chart.result.0.indicators.quote.0.low.471,120.120002746582
chart.result.0.indicators.quote.0.low.472,124.580001831055
chart.result.0.indicators.quote.0.low.473,126.290000915527
chart.result.0.indicators.quote.0.low.474,128.5
chart.result.0.indicators.quote.0.low.475,127.559997558594
chart.result.0.indicators.quote.0.low.476,129.960006713867
chart.result.0.indicators.quote.0.low.477,129.949996948242
chart.result.0.indicators.quote.0.low.478,130.850006103516
chart.result.0.indicators.quote.0.low.479,131.949996948242
chart.result.0.indicators.quote.0.low.480,132.619995117188
chart.result.0.indicators.quote.0.low.481,127.699996948242
chart.result.0.indicators.quote.0.low.482,124.300003051758
chart.result.0.indicators.quote.0.low.483,125.849998474121
chart.result.0.indicators.quote.0.low.484,120.76000213623
chart.result.0.indicators.quote.0.low.485,122.019996643066
chart.result.0.indicators.quote.0.low.486,124.830001831055
chart.result.0.indicators.quote.0.low.487,126.230003356934
chart.result.0.indicators.quote.0.low.488,127.5
chart.result.0.indicators.quote.0.low.489,129.410003662109
chart.result.0.indicators.quote.0.low.490,121.029998779297
chart.result.0.indicators.quote.0.low.491,123.339996337891
chart.result.0.indicators.quote.0.low.492,120.269996643066
chart.result.0.indicators.quote.0.low.493,122.440002441406
chart.result.0.indicators.quote.0.low.494,123.01000213623
chart.result.0.indicators.quote.0.low.495,125.059997558594
chart.result.0.indicators.quote.0.low.496,122.919998168945
chart.result.0.indicators.quote.0.low.497,124.139999389648
chart.result.0.indicators.quote.0.low.498,123.569999694824
chart.result.0.indicators.quote.0.low.499,120.690002441406
chart.result.0.indicators.quote.0.low.500,114.389999389648
chart.result.0.indicators.quote.0.low.501,116.339996337891
chart.result.0.indicators.quote.0.low.502,116.879997253418
chart.result.0.indicators.quote.0.volume.0,1349500
chart.result.0.indicators.quote.0.volume.1,777400
chart.result.0.indicators.quote.0.volume.2,591900
chart.result.0.indicators.quote.0.volume.3,739100
chart.result.0.indicators.quote.0.volume.4,585300
chart.result.0.indicators.quote.0.volume.5,817500
chart.result.0.indicators.quote.0.volume.6,1203100
chart.result.0.indicators.quote.0.volume.7,1918000
chart.result.0.indicators.quote.0.volume.8,5166300
chart.result.0.indicators.quote.0.volume.9,2228500
chart.result.0.indicators.quote.0.volume.10,2401000
