Comment Split,Category,TempF,TempC,Comment,Tweet Id,Created At
arise,Water,61,16.1,Arise Dame Laura! Anita levitated the cup with sweet prizes Adams.,1137292965880242177,08/06/2019 09:39:07
jubilant,Water,62,16.7,"Jubilant swimmers, soggy doggies and popcorn cake by Susan for Liz",1138019306090971136,10/06/2019 09:45:20
allthatglittersisgold,Water,60.8,16,#AllThatGlittersIsGold Well done to Romy for finding the lost ago wedding ring in The Serpentine today,1139501467046436865,14/06/2019 11:54:55
allthatglittersisgold,Water,60.8,16,#AllThatGlittersIsGold Well done to Romy for finding the long ago lost wedding ring in The Serpentine today,1139501838766694400,14/06/2019 11:56:23
jock,Water,60.8,16,Jock Fee Cup won today by Jan by a Serpentine Half Mile on a sunny Saturday,1139856054353825792,15/06/2019 11:23:55
swimmingintherain,Water,62.6,17,"#SwimmingInTheRain Happy Birthday Nessa,Linzertorte by CedricBakesCakes™",1140199103265214470,16/06/2019 10:07:04
ingrids,Water,62.6,17,"Ingrid's Mastaba TShirt very popular today ""Serpentine Lake of Earthly Delights""",1140566476379893760,17/06/2019 10:26:53
welcome,Water,64.4,18,"Welcome back Emily, Float on a river forever and ever…",1140942343970938886,18/06/2019 11:20:27
whoever,Water,64,17.8,"Whoever started Serpentine library, great idea, more books please.",1141297331977035776,19/06/2019 10:51:02
3rd,Water,64.4,18,3rd race of the Wednesday Tankard Series today won by Mike beers on him @TheVictoriaW2,1141303946285334529,19/06/2019 11:17:19
anna,Water,64.4,18,Anna Bardos went Hungary so we could enjoy her luscious cherries,1141994098146103296,21/06/2019 08:59:44
happy,Water,67,19.4,"Happy Birthday Fiona G, Trevor, the hound, was thrown in by Channing to celebrate!!",1143095689003655168,24/06/2019 09:57:04
4th,Water,66,18.9,"4th Race for #WednesdayTankard2019 Won by Simone, Kate won Tankard Cakes by Charlie",1143836578978115585,26/06/2019 11:01:06
swimming,Water,66,18.9,Swimming with #goslings today in summer sun https://t.co/VzFWD9Exkf,1144198934417563648,27/06/2019 11:00:58
better,Water,68,20,"Better late than never, a very sunny but breezy Friday morning on the Serpentine today",1144667597511766020,28/06/2019 18:03:16
sunny,Water,72,22.2,Sunny Sunday Serpie Swim today Karin swam 3.2 Karinometres Well done!!,1145269823254990849,30/06/2019 09:56:18
looks,Water,70,21.1,Looks like Andreas is coming for a swim @Hearst_mi in the Serpentine,1146012487239815169,02/07/2019 11:07:23
brodiebuoy,Water,70,21.1,"#BrodieBuoy mystery solved, it will be returning soon, in deeper water",1146354779783929856,03/07/2019 09:47:32
tea,Water,70,21.1,"Tea, perfect drink for #IndependenceDay, singing #NellieTheElephant",1146733656570048512,04/07/2019 10:53:03
info,Water,72,22.2,#Info No road parking in the Park carpark closes @ 11am this and next weekend,1147127133539577858,05/07/2019 12:56:35
guess,Water,73,22.8,"Guess who won the Club Championship? Nick, prizes by Judy Thayler",1147445782800424962,06/07/2019 10:02:47
wonderful,Water,71,21.7,"Wonderful #SSC BBQ and birthday celebration for Alan Lacy, club's #LSM",1147822569141297152,07/07/2019 11:00:00
balmy,Water,69,20.6,"Balmy in the Serps, but #RevGraham is in 11degC nr Old Man of Coniston",1148211182819565570,08/07/2019 12:44:13
goosed,Water,70,21.1,"Goosed today by Canadians, the lake was nearly a millpond and big waves",1148524222089695232,09/07/2019 09:28:07
wednesdayseries,Water,70,21.1,"#WednesdaySeries 1st race of #1930PresidentsCup was Katie, 3 more to go",1148908619674660866,10/07/2019 10:55:35
wednesdayseries,Water,70,21.1,"#WednesdaySeries 1st race of #1930PresidentsCup winner was Katie, 3 more to go",1148927658589396994,10/07/2019 12:11:14
swim,Water,72,22.2,Swim training this morning 4 #BridgeToBridge Race tomorrow https://t.co/Rt8veFncFi,1149612195358990339,12/07/2019 09:31:20
bridgetobridge,Water,72.5,22.5,#BridgeToBridge race today won by Mary Kevin 2nd Expect an epic poem soon,1150005298972766209,13/07/2019 11:33:23
not,Water,72,22.2,Not only #BastilleDay But also Kate @spicerlife 50th Birthday Bonne Anniversaire,1150355278589759490,14/07/2019 10:44:05
congrats,Water,70,21.1,"Congrats to Anita, now Torbay Champion,Loch Lomond too https://t.co/UMlhTLoztd",1150728749639458816,15/07/2019 11:28:08
tweet,Water,71,21.7,"Tweet delayed by the Lunar Eclipse, and 50th Anniversary of #ManOnTheMoon",1151414903653261312,17/07/2019 08:54:39
2nd,Water,70,21.1,"2nd Race of #1930PresidentsCup won by Rob, its a beautiful piece of silver!!",1151415675166085120,17/07/2019 08:57:43
swimmingintherain,Water,72,22.2,#SwimmingInTheRain today Everybody was chatting away in the lake,1151839077097967616,18/07/2019 13:00:10
arthurhester1889,Water,70,21.1,#ArthurHester1889 Cup prizes by Bobby Baxter won by Champagne Charlie!,1152533896237633536,20/07/2019 11:01:08
serendipitious,Water,70,21.1,Serendipitious Serpentine Sunny Sunday Swimming Social Snail-free,1152910770990178304,21/07/2019 11:58:42
intheduckpoo,Water,72,22.2,#InTheDuckPoo Geneva Relay Team now less than 5km to swim #GoGoGo,1153572673051660288,23/07/2019 07:48:52
3rd,Water,75,23.9,"3rd Race #1930PresidentsCup 1st over the line Ros, won by Charlie or Tasha",1153999513327214593,24/07/2019 12:04:58
hottest,Water,76,24.4,"Hottest day of the year, any hotter Topo's #NoClothes Rule comes into force",1154447075209166849,25/07/2019 17:43:25
730,Water,74,23.3,7.30 start Tomorrow for the Longest Race of the year #RosiesMileAndAMetre,1154698955487363072,26/07/2019 10:24:18
no1,Water,75,23.9,#No1 race of the year sponsored by Rosie winner Deirdre https://t.co/a3pv7ttMXd,1155243657987002368,27/07/2019 22:28:46
congratulations,Water,72,22.2,"Congratulations to Superhero Nick, on his 15th #ChannelSwim 12hr58min30",1155433634205245440,28/07/2019 11:03:39
congratulations,Water,72,22.2,"Congratulations to the new Windy-mares Laure, Elina, Anne and stallion James",1155962071336411136,29/07/2019 22:03:29
congratulations,Water,71,21.7,Congratulations to Hugh Smith for his 17th place in #SwissManTri https://t.co/EeR0z33g4l,1156172738672975872,30/07/2019 12:00:36
today,Water,69,20.6,Today @StAndrewsYC are coming to #Serpentine for their 1st visit #Starter41,1156611078798893059,31/07/2019 17:02:24
congratulations,Water,70,21.1,Congratulations to Natasha B for winning the #1930PresidentsCup yesterday,1156925906788737025,01/08/2019 13:53:25
bigbowwaves,Water,71,21.7,"#BigBowWaves created by Stu, so he won the Roy Wrey Cup, well done!!",1157612841547063296,03/08/2019 11:23:03
congrats,Water,71,21.7,"Congrats to Leanne Silver in both 5K and 10K, #EuropeanMastersGames",1157618907789832192,03/08/2019 11:47:09
huge,Water,71,21.7,"Huge thanks, Jeremy and Ingrid for an epic #RiverNeneSwim today",1158140695045181440,04/08/2019 22:20:33
congrats,Water,70,21.1,Congrats #RiverNene winners Sarah Fran Jesse Volker Kevin Rob R,1158307228174245888,05/08/2019 09:22:18
congrats,Water,69,20.6,"Congrats Sami, Cédric, and Karianne who have done #Zurich26km swim",1158834046857818112,06/08/2019 20:15:41
epic,Water,69,20.6,Epic feats keep piling up but only Squirrel can peel a kiwi fruit,1159052094185377797,07/08/2019 10:42:08
chris,Water,69,20.6,Chris cajoled a gaggle of kids to the water who then wouldn't get out,1159406432552390656,08/08/2019 10:10:08
cups,Water,66,18.9,Cups from champagne socialist Clare: Kevin Clears and Berry's President,1160256586662797312,10/08/2019 18:28:21
serpies,Water,67,19.4,Serpies operate the shower for one another with exemplary courtesy,1160898395621527552,12/08/2019 12:58:40
results,Water,64,17.8,"Results day, we all got into Serpentine whose degrees are respected everywhere.",1161932415994126337,15/08/2019 09:27:30
serps,Water,65.5,18.6,Serps is going to the #Dogs for tomorrow's photo-call for our #4LeggedFriends,1162307124216639488,16/08/2019 10:16:27
winners,Water,66,18.9,Winners congrats Oscar #CygnetChampion Fran top #AndrewsMedleySwim,1162697233202122754,17/08/2019 12:06:36
wetswim,Water,66,18.9,#WetSwim today Thanks to all the #4LeggedFriends 4 #Photoshoot y'day,1163022664195280896,18/08/2019 09:39:45
beware,Water,64,17.8,Beware the crook necked swan s/he is after your pedital extremities!!,1163388298536132609,19/08/2019 09:52:39
swam,Water,65,18.3,Swam with a trio of happy cygnets today posed for pics #SwanLake,1163749873679835141,20/08/2019 09:49:25
swimmers,Water,63,17.2,"Swimmers harassed by a gang of young swans, must be a cygnet ring.",1164132320661712896,21/08/2019 11:09:08
swimmers,Water,63,17.2,Swimmers rise in the pecking order as swan attacks continue. It's a bad cygne.,1164480897296605184,22/08/2019 10:14:15
serpentine,Water,65,18.3,Serpentine swimming club is the summer holiday that never disappoints,1164871495669211136,23/08/2019 12:06:21
luckhursts,Water,66,18.9,Luckhursts' sloe gin for fast Paul and Indian summer in the Channel for Gaurvi,1165201818982465536,24/08/2019 09:58:56
its,Water,72,22.2,It's called a bank holiday as it's best spent on the bank of the Serpentine,1165924548501524480,26/08/2019 09:50:48
oh,Air,57,13.9,"Oh dear me, will it ever get warm again? Dierdre on very cold warden duty",212524286487969793,12/06/2012 12:38:33
gordon,Air,64,17.8,Gordon sang a song to celebrate seeing the sun; smiles all round; more weed,212826983116189697,13/06/2012 08:41:21
2,Air,64,17.8,2 consecutive days of sunshine! Rosie brought some tea. Richard wore shorts,213214181506285568,14/06/2012 10:19:56
donuts,Air,64,17.8,Donuts from Neil; apple tart from Frances; I overtook Stuart; a dog barked,213547829157826560,15/06/2012 08:25:44
800,Air,65,18.3,800 yd race won by Anthony with his new knee; photo prizes by Nick/Sakura,213917609211592704,16/06/2012 08:55:07
nice,Air,62,16.7,Nice to see Ted and Zoe as well as most of the Sunday regulars,214285149712564225,17/06/2012 09:15:35
nice,Air,56,13.3,Nice and quiet. However soggy Chocolate Hobnobs not very appetising,214635187097710592,18/06/2012 08:26:30
serpentine,Air,74,23.3,Serpentine Swimmers. What a wonderful group of people you all are.,215377773697572864,20/06/2012 09:37:17
jenny,Air,56,13.3,Jenny off to run Lizard to Lands End; good luck. Others to the Serps for 1 mile,216095567317704704,22/06/2012 09:09:32
1,Air,58,14.4,"1 mile race, prizes to Norm, Matthew, Neil, Stuart. I wasn\'t last",216456920410759168,23/06/2012 09:05:26
thanks,Air,59,15,Thanks to brother Jeremy for acting as stand-in. Usual excellent Sunday turn-out,216851979467628544,24/06/2012 11:15:15
resurfacing,Air,72,22.2,Resurfacing for Triathlon paid by tax payer/Royal Parks  why not by  Locog?,217544228862046209,26/06/2012 09:06:00
nice,Air,72,22.2,Nice to see Tulio back; Ron made tea; Frances and Alex had a chinwag about  men,217901573546844160,27/06/2012 08:45:58
guesstimates,Air,65,18.3,Guesstimates: I am competing in the Round the Island (of Wight)  Yacht Race,218603172510433280,29/06/2012 07:13:52
nick,Air,62,16.7,Nick and Kristy wardening; George and Ted swimming; Cats back; no milk or sugar,219709571810332673,02/07/2012 08:30:18
welcome,Air,64,17.8,Welcome to our international readers; we are sure you will enjoy the Serpentine,220445077057708034,04/07/2012 09:12:56
olympic,Air,72,22.2,Olympic traffic congestion/restrictions in place; enjoy moving while you can,220795517695819776,05/07/2012 08:25:28
welcome,Air,65,18.3,Welcome back to Jon B and Ann McA. Custard donuts from Neil. Rain from the sky,221160289595432960,06/07/2012 08:34:56
scratch,Air,64,17.8,"Scratch race, guess who won? Nice to see Connor back; Geoff has a nice scar",221517271179345920,07/07/2012 08:13:27
lovely,Air,61,16.1,"Lovely chocolate hob nobs. Well swum Nick at Calshott, good luck for the channel",222251802005995520,09/07/2012 08:52:13
steph,Air,65,18.3,Steph has delayed concussion; Mike Olizar has shingles; Haydn forgot his goggles,222603911356354560,10/07/2012 08:11:22
cassie,Air,62,16.7,Cassie Patten interviewed by Sky. Ted took the temp. Nick sent a message,222993279615123456,11/07/2012 09:58:35
lots,Air,67,19.4,"Lots of cup cakes from Nick, has he had a pay rise? No sign of the weed muncher",223330750894850048,12/07/2012 08:19:34
ladder,Air,66,18.9,Ladder is back; Robin did some painting; Peter Impey got a present,223695514858815488,13/07/2012 08:29:01
b2b,Air,64,17.8,"B2B won by Andrew, backstroke; Nick and Sakura both won the Great river race",224111213615919105,14/07/2012 12:00:51
nick,Air,62,16.7,Nick says we have 75 followers. Good Morning to you all. Weed Muncher out today,224785493441785856,16/07/2012 08:40:12
olympic,Air,65,18.3,Olympic restrictions have started. Nice to see Duff back after his operation,225508500363673601,18/07/2012 08:33:10
colin,Air,65,18.3,"Colin tried to get a suntan, Nick drank some water, Frances did a dive",225875798320615424,19/07/2012 08:52:41
warmer,Air,62,16.7,"Warmer next week? Boris swims to France on Sunday, Kirsty goes Wednesday",226233379828416512,20/07/2012 08:33:35
im,Air,68,20,"I\'m back. What a  week. 4 Serpers swam to France: Nick, Boris, Kristie, Dierdre",228786375569309696,27/07/2012 09:38:17
stuart,Air,68,20,Stuart interviewed by CNN; Frances told us about being in the opening ceremony,229862244685594624,30/07/2012 08:53:24
welcome,Air,58,14.4,"Welcome to Aaron Peirsol, world 100m backstroke record holder - he swims nicely!",230224804815450113,31/07/2012 08:54:05
getting,Air,65,18.3,Getting ready for tomorrow\'s Ladies\' Triathlon,232399346870661120,06/08/2012 08:54:56
ladies,Air,70,21.1,Ladies Triathlon,232399368555225088,06/08/2012 08:55:01
johns,Air,68,20,John\'s relay team swam to France. Fabik and Tullio swam Zurich in under 9 hours,232399383843454977,06/08/2012 08:55:05
guesstimates,Air,70,21.1,Guesstimates. Today is the Men\'s Triathlon,232777365799960576,07/08/2012 09:57:03
buoys,Air,68,20,"Buoys back in place, some with Olympic weights. Congrats to Tori for yesterday",235298414647185408,14/08/2012 08:54:48
nick,Air,74,23.3,Nick got a Serps cap; Tori had a big smile; Alan had a talkative T-shirt,235728912590725122,15/08/2012 13:25:27
interesting,Air,68,20,Interesting conversation about weight gain (and then loss) for Channel swimmers,236010911566016513,16/08/2012 08:06:00
apparently,Air,68,20,Apparently over 200 people in the Lido yesterday; nice and quiet this morning,237470188931526656,20/08/2012 08:44:39
dani,Air,68,20,"Dani found the \""lost\"" weight; Matthew moved a buoy; Cameron swam with Jess",237824403856031744,21/08/2012 08:12:11
james,Air,62,16.7,James on warden duty; Ron made some tea; Rod borrowed £10 from John,238205636935032832,22/08/2012 09:27:04
yesterday,Air,64,17.8,Yesterday: Good work in the Channel; excellent turnout for the Thames swim,238912290890600449,24/08/2012 08:15:03
raining,Air,64,17.8,Raining so it must be the Bank Holiday weekend. Telegraph race so no winners,239293065553125376,25/08/2012 09:28:07
nora,Air,51,10.6,Nora sat on a chair. Nick said we have 91 followers. Hello to you all.,241457636372004864,31/08/2012 08:49:21
huge,Air,62,16.7,Huge turnout for G Brutton race won by Anna. Cyril made a presentation to Ron,241819559638757376,01/09/2012 08:47:30
matthew,Air,58,14.4,Matthew recited a limerick; Andrew (Deeley) asked Frances a question,243990954250489856,07/09/2012 08:35:51
happy,Air,60,15.6,Happy Birthday Jenny. Steff said Good bye. Mark overslept. Rob talked,245438482405810176,11/09/2012 08:27:48
stuart,Air,54,12.2,"Stuart on warden duty, but no new members. Kevin and Rob had a short swim",248345582467428352,19/09/2012 08:59:35
surprise,Air,52,11.1,Surprise weekday visit from Brian. Miranda popped by and so did Volker and John,248699164635049984,20/09/2012 08:24:36
somebody,Air,52,11.1,Somebody left a Budweiser and pots of yoghurt for breakfast but no sugar for tea,249084870779887616,21/09/2012 09:57:15
rob,Air,50,10,Rob O. has lost 1 stone since his Channel crossing. Jeremy C shivered,250509656986882048,25/09/2012 08:18:51
general,Air,54,12.2,"General discussion agreed all Serpers are plebs, also that A Mitchel is an LLS",251239816522518529,27/09/2012 08:40:14
seething,Air,52,11.1,Seething masses for the 200 yard race; prizes from Tori who was not there,251968392901312512,29/09/2012 08:55:20
jenny,Air,50,10,"Jenny, Robert and swam 1km; Jon swam 2km. Richard and Helena did less",253412175530582016,03/10/2012 08:32:25
jenny,Air,50,10,"Jenny, Robert and Helena swam 1km; Jon swam 2km. Richard talked sailing",253532551170379776,03/10/2012 16:30:45
disturbing,Air,50,10,Disturbing rumours about a Serper inappropriately dressed.,254138762089603073,05/10/2012 08:39:37
ron,Air,54,12.2,Ron made tea; Rosie wore a hat; Robert and Frances talked psychiatry,258485844246151168,17/10/2012 08:33:22
ashwin,Air,52,11.1,"Ashwin was swimming, practising for tomorrow? Helena made me tea, thank you",259227986677616642,19/10/2012 09:42:22
ashwins,Air,52,11.1,"Ashwin\'s race, everyone a prize winner",259944047915986944,21/10/2012 09:07:45
peter,Air,52,11.1,Peter Larrad back up from Poole;,259944537017950208,21/10/2012 09:09:41
peter,Air,52,11.1,Peter Larrad back up from Poole; 6 hours on a bus for a 200 yard swim,259992099246718976,21/10/2012 12:18:41
peter,Air,52,11.1,Peter Larrad back up from Poole; 6 hours on a bus for a 200 yard swim,260110134284541952,21/10/2012 20:07:43
pim,Air,51,10.6,Pim in his wetsuit; the rest of us sensibly attired. Some people swam 1km,260656082098221057,23/10/2012 08:17:07
john,Air,51,10.6,"John Tierney talked, Nick borrowed some crocs, Alan bought a cap. Cake from John",261383205612032002,25/10/2012 08:26:27
thermometer,Air,58,14.4,Thermometer broken; estimates until replaced. Many swimmers more than 2 miles,331350135168716800,06/05/2013 10:10:03
bill,Air,50,10,"Bill Phipps race, won by Andy Deeley, prizes from Henrietta. Lots of laughs",338913243626098688,27/05/2013 07:03:08
surprise,Air,54,12.2,Surprise; the sun was out on a Bank Holiday Sunday. Whatever next? Some heat?,338913537302867968,27/05/2013 07:04:18
early,Air,58,14.4,"Early warning, the strandy spaghetti type algae is beginning to grow again",342198127434027008,05/06/2013 08:36:05
rob,Air,54,12.2,"Rob said he\'d try harder, Kevin agreed, however neither was there to prove it",342918780437032960,07/06/2013 08:19:43
john,Air,56,13.3,"John, George and Dani managed their 2 hrs. Deirdre and Tory set off round Manhat",344006294484692992,10/06/2013 08:21:06
not,Air,52,11.1,Not much news so enjoy the day anyway,344041203232296960,10/06/2013 10:39:49
5,Air,54,12.2,"5 really nice day so far this year, when is the next?",344373635949142016,11/06/2013 08:40:47
george,Air,54,12.2,George produced delicious chocolate hobnobs. A hint to others to do the same,344747024765300736,12/06/2013 09:24:30
ollie,Air,56,13.3,"Ollie lost a shoe, Mark took the temperature, Alan Mitchell made an appearance",345455180222959616,14/06/2013 08:18:27
im,Air,60,15.6,I\'m back on duty after wet and windy trip to Wales with lovely swimming,347269438602637313,19/06/2013 08:27:40
apologies,Air,62,16.7,Apologies to Warden Stuart for not getting him a cup of tea.,348002710446039040,21/06/2013 09:01:26
john,Air,59,15,John Tierney won the 1 mile race; all the other finishers followed him,348367744078598145,22/06/2013 09:11:57
jaki,Air,60,15.6,Jaki Henry George Alan and John swam 3k in Studland Bay watched by Peter Larrad,348865556130172929,23/06/2013 18:10:04
thanks,Air,61,16.1,Thanks to Ted for taking on the temperature duties today,349808389028720640,26/06/2013 08:36:33
jaki,Air,58,14.4,"Jaki wore a Channel Swimmer hat, Frances swam 1km, Ted did 800",350171899088736258,27/06/2013 08:41:01
jeremy,Air,61,16.1,"Jeremy got the milk, Frances got the sugar, somebody unknown provided biscuits",350526722300579840,28/06/2013 08:10:57
george,Air,61,16.1,"George won, when asked if he had he said \""I\'m not sure\"". Big laughter",350899260784513024,29/06/2013 08:51:17
lots,Air,62,16.7,"Lots of Serpers swam at Dover: Alan, Dani 2x Marks, George, 2xJohns etc",351434908041887744,30/06/2013 20:19:46
forgot,Air,63,17.2,Forgot to mention Kevin yesterday who helped Rob\'s girls manage 2 hours,351618246136430593,01/07/2013 08:28:17
oh,Air,61,16.1,"Oh dear me, we are still waiting for the 10th day of sunshine this year",352349091151360001,03/07/2013 08:52:24
george,Air,66,18.9,"George, Dani, John and self off to Hungary for the Lake Balaton swim till Monday",353070767040249857,05/07/2013 08:40:05
summer,Air,70,21.1,"Summer at last,;new fridge; ugly Darcy in the Serps. Back from Lake Balaton",354156671003664386,08/07/2013 08:35:04
lots,Air,68,20,Lots of sensible swimmers had a gentle potter on this gorgeous summer day,354879212462673920,10/07/2013 08:26:12
jaki,Air,54,12.2,"Jaki wardened, Boris and Will swam, so did George\'s Jessica, nice new fridge",355241955845869568,11/07/2013 08:27:37
neil,Air,56,13.3,Neil was back with his donuts. Anthony bought some milk. The BBC were there,355606202341801985,12/07/2013 08:35:00
georgeous,Air,70,21.1,"Georgeous day, B2B won by Henry F-B. Must have had a good h\'cap",355997653823258624,13/07/2013 10:30:29
seemed,Air,76,24.4,Seemed rather quiet after the activity at the River Swim yesterday evening,357063355795640322,16/07/2013 09:05:12
lots,Air,82,27.8,Lots of Channel swimmers talking about their next project.,357417310392291328,17/07/2013 08:31:41
please,Air,70,21.1,Please don\'t complain about this fabulous weather. I had a lovely swim with Cat,358144758679486464,19/07/2013 08:42:19
andy,Air,70,21.1,Andy raved about diving in Mexico; Brodie had a swim; Sarah has a very bad rash,359586878225268737,23/07/2013 08:12:47
john,Air,68,20,John L. helped out a wounded cyclist; Anthony C. swam 1km,359949760129544192,24/07/2013 08:14:45
congratulations,Air,64,17.8,Congratulations to Tullio who got married last month. Best wishes,361047597290500096,27/07/2013 08:57:09
please,Air,64,17.8,Please send your best wishes for recovery to Jon Benton who is still in hospital,361777965689876480,29/07/2013 09:19:23
lots,Air,62,16.7,Lots of lovely heavy rain after all this horrible hot weather. Enjoy it!!,362140950308458496,30/07/2013 09:21:45
george,Air,64,17.8,"George managed 2.5km, Ted did 1 mile, we others did less",362491986864914432,31/07/2013 08:36:39
george,Air,64,17.8,George needs a team for the Hampstead Biathlon Sept 1. Details available from G,362853009878814720,01/08/2013 08:31:13
thunder,Air,64,17.8,Thunder and lightning so everybody in rubber was well protected. Poor swimmers,363217820617678849,02/08/2013 08:40:51
1st,Air,64,17.8,1st Prize from Neil Price to Angela Johnson; all others finished behind,363591262525325312,03/08/2013 09:24:46
stuart,Air,60,15.6,"Stuart sugared my tea. The 300 yard buoy has been taken away, yet again",365389081372409857,08/08/2013 08:28:40
wonderful,Air,60,15.6,Wonderful to see Jon Benton back with a huge smile on his lovely face,365752937189883904,09/08/2013 08:34:30
jonathan,Air,64,17.8,"Jonathan and Laurie gave some lovely prizes, winner was Sakura bride to be",366120139546046464,10/08/2013 08:53:38
wetsuiters,Air,64,17.8,Wetsuiters wear suits to keep warm but they are 1st out when it gets cold,367935034298482688,15/08/2013 09:05:22
andrew,Air,59,15,"Andrew Fuller\'s medley relay and speech, the latter more enjoyable",368654667170844672,17/08/2013 08:44:56
janna,Air,58,14.4,"Janna on warden duty, Cb\'s from Ted, interesting talk about sailing",369391891571150848,19/08/2013 09:34:24
claire,Air,62,16.7,"Claire won the race, Nick looked apprehensive, the rain came down",371204317841489920,24/08/2013 09:36:20
emily,Air,56,13.3,"Emily and Frances had a long chat with Boris, I sat and listened, yes really",372654029022957569,28/08/2013 09:36:58
paddy,Air,58,14.4,"Paddy was wardening, David and Merlin talked Geology",373063261014732800,29/08/2013 12:43:07
george,Air,58,14.4,George Brutton\'s race won by Matthew; some went on to the Great River Race,373769551609339904,31/08/2013 11:29:40
volker,Air,64,17.8,Volker wardened. Anthony and Simon breakfasted with a Russian. Mitchell swam,374814062804480000,03/09/2013 08:40:10
john,Air,59,15,"John, Dani and Irene off to France, see you there",377146413920292864,09/09/2013 19:08:06
surrounded,Air,54,12.2,"Surrounded by wetsuiters, mostly Mexican, for the Big Event this Saturday",377366356599275520,10/09/2013 09:42:05
lots,Air,61,16.1,Lots of activity on the other side of the Serpentine. On our side we just swam,378813401159716864,14/09/2013 09:32:07
thanks,Air,59,15,Thanks to John Reid for milk and biscuits,382056125186990080,23/09/2013 08:17:33
another,Air,58,14.4,Another one of those gorgeous Serpentine mornings enjoyed by all swimmers,382440143183167488,24/09/2013 09:43:30
another,Air,59,15,"Another wonderful morning, everybody on tip top form. Jaki made tea for me. Thks",382779337038372864,25/09/2013 08:11:20
another,Air,56,13.3,Another wonderful day. Leanne had a breakfast chat with Frances and Emily,383276080595238912,26/09/2013 17:05:13
jon,Air,52,11.1,Jon Benton asked me to be quiet; everybody thought it was a good idea,383512806282522624,27/09/2013 08:45:53
happy,Air,56,13.3,Happy Birthday to John Luckhurst but he brought no cake or biscuits,384593626304888832,30/09/2013 08:20:40
police,Air,54,12.2,"Police on a blitz against cycling in the Park, fining them £60. Bastards!",384953017608699904,01/10/2013 08:08:46
david,Air,53,11.7,David introduced his new dog whose Swahili name doesn\'t translate as Doglet,385322630003572736,02/10/2013 08:37:28
alixs,Air,54,12.2,"Alix\'s new book will be published next year, she is \""over the moon\""",385680915042947072,03/10/2013 08:21:10
david,Air,53,11.7,David introduced his new dog whose Swahili name doesn\'t translate as Doglet,385680952745558016,03/10/2013 08:21:19
cyril,Air,57,13.9,"Cyril Wood Cup won by Mike Olizar in race 1, Boris was 2nd in race 2",386423438711480320,05/10/2013 09:31:41
david,Air,57,13.9,David Mackertich wanted his name in print so David here you are!!,387506701253218304,08/10/2013 09:16:11
lots,Air,50,10,Lots of excitement yesterday with the Clintons walking by and chatting,388946323833372672,12/10/2013 08:36:44
andy,Air,50,10,Andy Deeley wore a dry suit and did the buoys. I wore a wetsuit and helped,391159585916350464,18/10/2013 11:11:27
buoys,Air,54,12.2,Buoys now in correct place for 100 yd races. David didn\'t see moon eclipse,392205191711555584,21/10/2013 08:26:19
requests,Air,55,12.8,Requests have been made for an ongoing saga so Chapter 2 tomorrow...,392570644589993984,22/10/2013 08:38:29
phil,Air,55,12.8,"Phil Eade author got married last Friday. If you haven\' t read his books, do so",392931760398663680,23/10/2013 08:33:26
james,Air,50,10,"James Norton was in the water when I arrived, still in when I left.",393290899750662144,24/10/2013 08:20:32
flora,Air,54,12.2,"Flora took a photo of three arses but refused a photo of her \""front\""",393653559822385152,25/10/2013 08:21:37
alan,Air,55,12.8,Alan Mitchell came up with a great tweet for today which we have both forgotten,394020132521275392,26/10/2013 08:38:14
serps,Air,54,12.2,"Serps very, very very crowded. I swam at Hampton with George and family",394412705748357120,27/10/2013 10:38:11
really,Air,52,11.1,Really not much to say today except we Serps swimmers are a wonderful group,395840106579632128,31/10/2013 09:10:10
flora,Air,52,11.1,Flora and her gang did press ups; the rest of us swam and eat Jaffa Cakes,396201998703673345,01/11/2013 09:08:12
1st,Air,52,11.1,"1st winter series races, some interesting handicapping, the handicapper won his",396571853013413888,02/11/2013 09:37:52
temps,Air,52,11.1,Temps by Alan. I have a filthy cold. I hope I get better soon as I miss the serp,398011338846658560,06/11/2013 08:57:52
alan,Air,52,11.1,Alan L. Rob O. and Robin upheld Serps honour at the Bec. Serps team came 3rd,442628880135122944,09/03/2014 11:52:03
jcr,Air,50,10,"JCR talked, Rod temperatured, Frances laughed, George wore his awful trunks",450553153466171392,31/03/2014 08:40:17
gorgeous,Air,54,12.2,Gorgeous morning. This date last year water was 32,450912005906776064,01/04/2014 08:26:14
rod,Air,50,10,"Rod is doing sterling work for the club, well deserves his committee place",451274905351618560,02/04/2014 08:28:16
rod,Air,50,10,"Rod is doing sterling work for the club, well deserves his committee place",451296510018617344,02/04/2014 09:54:07
drizzle,Air,54,12.2,"Drizzle cake from Paddy. I was silent for more than 1 minute, smiles from all",451639263801901057,03/04/2014 08:36:06
stimulating,Air,54,12.2,Stimulating discussion yesterday about F &amp; C. What\'s the next subject?,452029179677409280,04/04/2014 10:25:29
maggs,Air,53,11.7,Maggs Races. Worthy winners were Luckhurst junior and Journalist Rod,452374325476487168,05/04/2014 09:16:58
alan,Air,58,14.4,"Alan Lacy\'s breaststroke race Volker was first Haydn was last, others finished",454905140148191232,12/04/2014 08:53:31
300,Air,50,10,300 yard marker buoy just repainted. Many swimmers enjoyed a sunny breakfast,455278414124306432,13/04/2014 09:36:47
volker,Air,50,10,Volker and Sara W spoke English together. Sara showed her Marathon blister,455632748058017792,14/04/2014 09:04:47
